hgnc_symbol,gene_ensemble,chr,gene_start,gene_end
ARHGAP27,ENSG00000159314,17,45393902,45434421
ADPGK,ENSG00000159322,15,72751294,72785846
BTG2,ENSG00000159388,1,203305491,203309602
HK2,ENSG00000159399,2,74834127,74893359
ADGRG5,ENSG00000159618,16,57542643,57591681
TNFRSF13C,ENSG00000159958,22,41922032,41926806
PTGIR,ENSG00000160013,19,46620468,46625089
ITGB2,ENSG00000160255,21,44885953,44931989
SHKBP1,ENSG00000160410,19,40576853,40591399
NLRP4,ENSG00000160505,19,55836540,55881855
JAML,ENSG00000160593,11,118193725,118225092
IL6R,ENSG00000160712,1,154405193,154469450
CCR5,ENSG00000160791,3,46370946,46376206
NBEAL2,ENSG00000160796,3,46979666,47009704
HK3,ENSG00000160883,5,176880869,176899346
ITGA5,ENSG00000161638,12,54395261,54419266
SIGLEC11,ENSG00000161640,19,49948985,49961172
FMNL3,ENSG00000161791,12,49636499,49708165
TREML1,ENSG00000161911,6,41149337,41154347
CXCL16,ENSG00000161921,17,4733533,4739928
SCIMP,ENSG00000161929,17,5208920,5234860
ASGR2,ENSG00000161944,17,7101322,7115700
TAL1,ENSG00000162367,1,47216290,47232225
PDPN,ENSG00000162493,1,13583465,13617957
LAPTM5,ENSG00000162511,1,30732469,30757774
TMCO4,ENSG00000162542,1,19682240,19799945
GBP2,ENSG00000162645,1,89106132,89150456
NLRP3,ENSG00000162711,1,247416156,247449108
OLFML2B,ENSG00000162745,1,161983192,162023869
FCGR3B,ENSG00000162747,1,161623196,161631963
DENND2D,ENSG00000162777,1,111185969,111204535
OXER1,ENSG00000162881,2,42762499,42764135
HAAO,ENSG00000162882,2,42767089,42792593
FCMR,ENSG00000162894,1,206903317,206923247
PIGR,ENSG00000162896,1,206928522,206946466
DISC1,ENSG00000162946,1,231626790,232041272
HPGDS,ENSG00000163106,4,94298535,94342876
CTSS,ENSG00000163131,1,150730079,150765957
TNFAIP8L2,ENSG00000163154,1,151156649,151159749
S100A11,ENSG00000163191,1,152032506,152047907
ARHGAP25,ENSG00000163219,2,68679601,68826833
S100A9,ENSG00000163220,1,153357854,153361023
S100A12,ENSG00000163221,1,153373711,153375621
TGFBR2,ENSG00000163513,3,30606601,30694142
NUAK2,ENSG00000163545,1,205302063,205321745
MNDA,ENSG00000163563,1,158831351,158849506
IFI16,ENSG00000163565,1,158999968,159055155
AIM2,ENSG00000163568,1,159061599,159187843
CTLA4,ENSG00000163599,2,203853888,203873965
RBM47,ENSG00000163694,4,40423267,40630875
PLB1,ENSG00000163803,2,28457145,28644142
CDCP1,ENSG00000163814,3,45082277,45146422
CCR1,ENSG00000163823,3,46201711,46208313
DTX3L,ENSG00000163840,3,122564338,122575203
ZC3H12A,ENSG00000163874,1,37474580,37484377
PRKCD,ENSG00000163932,3,53156009,53192717
ZDHHC19,ENSG00000163958,3,196197452,196211437
F2RL1,ENSG00000164251,5,76818933,76835315
ERAP2,ENSG00000164308,5,96875986,96919703
TLR3,ENSG00000164342,4,186068911,186088073
CGAS,ENSG00000164430,6,73413515,73452297
SYTL3,ENSG00000164674,6,158650014,158764876
TAGAP,ENSG00000164691,6,159034468,159045152
SYK,ENSG00000165025,9,90801787,90898549
TMEM71,ENSG00000165071,8,132685007,132760712
CPA6,ENSG00000165078,8,67422038,67746378
FBP1,ENSG00000165140,9,94603133,94640249
METTL27,ENSG00000165171,7,73834590,73842516
NCF1C,ENSG00000165178,7,75156639,75172044
FOLR2,ENSG00000165457,11,72216601,72221950
TMEM52B,ENSG00000165685,12,10170542,10191804
ARHGEF40,ENSG00000165801,14,21070273,21090248
PTER,ENSG00000165983,10,16436943,16513745
LIPC,ENSG00000166035,15,58410569,58569844
IKBIP,ENSG00000166130,12,98613405,98645113
SPINT1,ENSG00000166145,15,40844018,40858207
C2,ENSG00000166278,6,31897785,31945673
PLD4,ENSG00000166428,14,104924713,104937761
FAM111A,ENSG00000166801,11,59142748,59155039
MYO1A,ENSG00000166866,12,57028517,57051198
STAT6,ENSG00000166888,12,57095408,57132139
MS4A6E,ENSG00000166926,11,60327255,60396596
MS4A7,ENSG00000166927,11,60378485,60395951
MS4A14,ENSG00000166928,11,60378530,60417756
GNGT2,ENSG00000167083,17,49202791,49210574
C15orf39,ENSG00000167173,15,75195643,75212169
NOD2,ENSG00000167207,16,50693588,50733077
SNX20,ENSG00000167208,16,50666300,50681353
DPEP2,ENSG00000167261,16,67987394,68000586
ENGASE,ENSG00000167280,17,79074824,79088599
TP53I13,ENSG00000167543,17,29566052,29573157
CYP2S1,ENSG00000167600,19,41193210,41207539
AXL,ENSG00000167601,19,41219223,41261766
NFKBID,ENSG00000167604,19,35887653,35902303
LAIR1,ENSG00000167613,19,54351384,54370558
LAIR2,ENSG00000167618,19,54497879,54510687
TMIGD2,ENSG00000167664,19,4292227,4302431
SERPINF2,ENSG00000167711,17,1742836,1755265
CD300C,ENSG00000167850,17,74541073,74546115
CD300A,ENSG00000167851,17,74466399,74484794
TMC8,ENSG00000167895,17,78130770,78142968
GSDMA,ENSG00000167914,17,39953263,39977768
RAB3IL1,ENSG00000167994,11,61897301,61920269
ATG16L2,ENSG00000168010,11,72814406,72843674
CCDC88B,ENSG00000168071,11,64340204,64357534
CX3CR1,ENSG00000168329,3,39263495,39281735
XIRP1,ENSG00000168334,3,39183210,39192596
MLKL,ENSG00000168404,16,74671855,74700960
RHOH,ENSG00000168421,4,40191011,40246967
REEP4,ENSG00000168476,8,22138020,22141951
ABHD15,ENSG00000168792,17,29560547,29567037
INPP5D,ENSG00000168918,2,233059967,233207903
LGALS9,ENSG00000168961,17,27629798,27649560
SIGLEC7,ENSG00000168995,19,51142299,51153526
SLC49A3,ENSG00000169026,4,681829,689271
ADRB2,ENSG00000169252,5,148826611,148828623
P2RY12,ENSG00000169313,3,151336843,151384753
RNASE2,ENSG00000169385,14,20955487,20956436
RNASE3,ENSG00000169397,14,20891385,20892348
PTAFR,ENSG00000169403,1,28147166,28193936
RNASE6,ENSG00000169413,14,20781268,20782467
CXCL8,ENSG00000169429,4,73740519,73743716
GPR183,ENSG00000169508,13,99294539,99307399
ITGAM,ENSG00000169896,16,31259967,31332892
TMEM154,ENSG00000170006,4,152618628,152680012
SLC16A5,ENSG00000170190,17,75087727,75106162
FOS,ENSG00000170345,14,75278826,75282230
CD14,ENSG00000170458,5,140631728,140633700
PFKFB3,ENSG00000170525,10,6144934,6254644
SERPINB9,ENSG00000170542,6,2887270,2903309
SMAGP,ENSG00000170545,12,51244558,51270415
TRABD,ENSG00000170638,22,50185913,50199598
SOCS6,ENSG00000170677,18,70289045,70330199
CYTL1,ENSG00000170891,4,5014586,5019458
OSCAR,ENSG00000170909,19,54094668,54102692
FPR2,ENSG00000171049,19,51752026,51770531
FPR1,ENSG00000171051,19,51745172,51804115
GIMAP8,ENSG00000171115,7,150450630,150479393
CDC42BPG,ENSG00000171219,11,64823052,64844653
TMEM37,ENSG00000171227,2,119429901,119438504
LRG1,ENSG00000171236,19,4536402,4540036
NAT1,ENSG00000171428,8,18170477,18223689
PTGER4,ENSG00000171522,5,40679915,40693735
PIK3CD,ENSG00000171608,1,9629889,9729114
PTCRA,ENSG00000171611,6,42915989,42925838
P2RY6,ENSG00000171631,11,73264498,73305103
S100Z,ENSG00000171643,5,76850001,76921650
RGS19,ENSG00000171700,20,64073181,64079988
TMEM51,ENSG00000171729,1,15152532,15220478
RASGRP4,ENSG00000171777,19,38409051,38426305
COL8A2,ENSG00000171812,1,36095239,36125222
C3AR1,ENSG00000171860,12,8056844,8066359
ZNF217,ENSG00000171940,20,53567071,53609907
SRGAP2C,ENSG00000171943,1,121184811,121392874
SLFN12,ENSG00000172123,17,35410922,35433283
CEBPB,ENSG00000172216,20,50190830,50192668
CLEC7A,ENSG00000172243,12,10116777,10130258
SPTLC3,ENSG00000172296,20,13008972,13169103
CLEC12A,ENSG00000172322,12,9951316,9995694
IL16,ENSG00000172349,15,81159575,81314058
KLHL6,ENSG00000172578,3,183487551,183555706
SLFN11,ENSG00000172716,17,35350305,35373701
MYD88,ENSG00000172936,3,38138552,38143024
BNC2,ENSG00000173068,9,16409503,16870843
HPSE,ENSG00000173083,4,83292461,83335153
COQ2,ENSG00000173085,4,83261536,83284914
HSPA6,ENSG00000173110,1,161524540,161526894
PARP14,ENSG00000173193,3,122680839,122730840
PARP15,ENSG00000173200,3,122577628,122639047
PPP1R3B,ENSG00000173281,8,9136255,9151574
TRIB1,ENSG00000173334,8,125430358,125438403
C1QB,ENSG00000173369,1,22652762,22661637
C1QA,ENSG00000173372,1,22635077,22639678
OLR1,ENSG00000173391,12,10158301,10172138
EHBP1L1,ENSG00000173442,11,65576046,65592650
TNFRSF10D,ENSG00000173530,8,23135588,23164027
TNFRSF10C,ENSG00000173535,8,23102921,23117445
NABP1,ENSG00000173559,2,191678068,191741097
CD7,ENSG00000173762,17,82314868,82317608
RNF213,ENSG00000173821,17,80260852,80398794
PLK3,ENSG00000173846,1,44800377,44805990
GPR160,ENSG00000173890,3,170037995,170085392
NRROS,ENSG00000174004,3,196639694,196662004
TLR10,ENSG00000174123,4,38772238,38782990
TLR1,ENSG00000174125,4,38790677,38856817
TLR6,ENSG00000174130,4,38822897,38856817
SLC16A13,ENSG00000174327,17,7036015,7040117
KCNJ5-AS1,ENSG00000174370,11,128899565,128906044
GCSAM,ENSG00000174500,3,112120839,112133270
CMKLR1,ENSG00000174600,12,108288044,108339317
PCP2,ENSG00000174788,19,7631611,7633719
ADGRE1,ENSG00000174837,19,6887566,6940459
NLRP6,ENSG00000174885,11,278407,285388
TP53I11,ENSG00000175274,11,44885903,44951306
TBC1D10C,ENSG00000175463,11,67403915,67410089
LRRC25,ENSG00000175489,19,18391137,18397622
TSGA10IP,ENSG00000175513,11,65945480,65959966
KCNE3,ENSG00000175538,11,74454841,74467729
CABP4,ENSG00000175544,11,67452406,67461752
UCP2,ENSG00000175567,11,73974672,73982843
FOSL1,ENSG00000175592,11,65892049,65900573
GAPT,ENSG00000175857,5,58491435,58497090
A2M,ENSG00000175899,12,9067664,9116229
PRR15,ENSG00000176532,7,29563835,29567293
B3GNT5,ENSG00000176597,3,183253253,183298504
,ENSG00000177369,17,49230853,49318011
SAMD9L,ENSG00000177409,7,93130056,93148385
CD19,ENSG00000177455,16,28931965,28939342
CD163,ENSG00000177575,12,7470811,7503893
IL17RA,ENSG00000177663,22,17084954,17115693
FAM87B,ENSG00000177757,1,817371,819837
CIMAP1B,ENSG00000177989,22,50529710,50532506
ZC3H12D,ENSG00000178199,6,149446795,149485014
MAF,ENSG00000178573,16,79585843,79600737
PARP10,ENSG00000178685,8,143977153,144012772
KCTD12,ENSG00000178695,13,76880175,76886405
CD300LB,ENSG00000178789,17,74521174,74531475
EFCAB13,ENSG00000178852,17,47323290,47441312
CYBC1,ENSG00000178927,17,82440912,82450829
LINC00324,ENSG00000178977,17,8220624,8224043
GIMAP7,ENSG00000179144,7,150514872,150521073
HLA-DQB1,ENSG00000179344,6,32659467,32668383
IL6-AS1,ENSG00000179428,7,22725395,22727620
CIITA,ENSG00000179583,16,10866222,10943021
PCED1B,ENSG00000179715,12,47079603,47236662
PIK3CD-AS1,ENSG00000179840,1,9652610,9654586
GIPC3,ENSG00000179855,19,3585478,3593541
GOLGA8J,ENSG00000179938,15,30082955,30096690
TMEM150B,ENSG00000180061,19,55312801,55334048
FZD2,ENSG00000180340,17,44557484,44561262
HCLS1,ENSG00000180353,3,121631399,121660927
ARHGAP45,ENSG00000180448,19,1065923,1086628
CXCR2,ENSG00000180871,2,218125289,218137251
TMEM102,ENSG00000181284,17,7435435,7437679
DDX60L,ENSG00000181381,4,168356735,168537786
ZNF467,ENSG00000181444,7,149764182,149773588
RNF135,ENSG00000181481,17,30970984,30999911
P2RY13,ENSG00000181631,3,151326312,151329549
SLC9A9,ENSG00000181804,3,143265222,143848485
CLDN7,ENSG00000181885,17,7259903,7263983
LINC02724,ENSG00000181908,11,64449074,64451657
OR52K2,ENSG00000181963,11,4449295,4450361
TRPC2,ENSG00000182048,11,3616679,3637549
ENPP7,ENSG00000182156,17,79730943,79742219
CREB3L2,ENSG00000182158,7,137874979,138002086
UBA7,ENSG00000182179,3,49805209,49813953
SHISAL2A,ENSG00000182183,1,52633168,52669683
NCF1B,ENSG00000182487,7,73220646,73235787
FES,ENSG00000182511,15,90883695,90895776
SPNS3,ENSG00000182557,17,4433940,4488208
CSF1R,ENSG00000182578,5,150053291,150113372
HCAR2,ENSG00000182782,12,122701293,122703357
ADGRG3,ENSG00000182885,16,57668277,57689378
SPATA13,ENSG00000182957,13,23979805,24307074
MCEMP1,ENSG00000183019,19,7677088,7679829
TMEM119,ENSG00000183160,12,108589851,108598320
GPR132,ENSG00000183484,14,105049395,105065445
MX2,ENSG00000183486,21,41361999,41409393
ACSM5,ENSG00000183549,16,20409534,20441336
H3C13,ENSG00000183598,1,149813225,149813693
ASCL2,ENSG00000183734,11,2268498,2270588
CHEK2,ENSG00000183765,22,28687743,28742422
DOCK8-AS1,ENSG00000183784,9,212824,215893
FAM3B,ENSG00000183844,21,41304212,41357727
ADAP2,ENSG00000184060,17,30906344,30959322
CLECL1P,ENSG00000184293,12,9722644,9733030
H1-5,ENSG00000184357,6,27866792,27867588
NCMAP,ENSG00000184454,1,24556087,24609328
TMEM255B,ENSG00000184497,13,113759226,113816995
LPAR5,ENSG00000184574,12,6618835,6635960
STING1,ENSG00000184584,5,139475533,139482935
APOBR,ENSG00000184730,16,28494643,28498964
FMNL1,ENSG00000184922,17,45221444,45247319
TMEM106A,ENSG00000184988,17,43211835,43220041
MFSD6L,ENSG00000185156,17,8797110,8799365
TNFAIP2,ENSG00000185215,14,103121476,103137439
KLHL33,ENSG00000185271,14,20425852,20436166
SOCS1,ENSG00000185338,16,11254417,11256204
SP140L,ENSG00000185404,2,230327184,230403732
STAC3,ENSG00000185482,12,57243453,57251188
IRF7,ENSG00000185507,11,612553,615983
LMNTD2,ENSG00000185522,11,554850,560738
INKA1,ENSG00000185614,3,49803261,49805030
ZFP36L1,ENSG00000185650,14,68787660,68796253
PMEL,ENSG00000185664,12,55954105,55973317
SNAI3,ENSG00000185669,16,88677688,88686507
IKZF1,ENSG00000185811,7,50304068,50405101
EVI2B,ENSG00000185862,17,31303770,31314105
FFAR3,ENSG00000185897,19,35358460,35360489
C16orf54,ENSG00000185905,16,29742463,29745990
CD300LF,ENSG00000186074,17,74694311,74712978
CD300E,ENSG00000186407,17,74609885,74623738
FCAR,ENSG00000186431,19,54874235,54891420
ARHGAP30,ENSG00000186517,1,161046946,161069970
SPATC1,ENSG00000186583,8,144012280,144047114
ARAP1,ENSG00000186635,11,72685069,72793599
CYP27C1,ENSG00000186684,2,127183832,127220313
CCDC73,ENSG00000186714,11,32602721,32794662
LILRB4,ENSG00000186818,19,54643889,54670359
GPR141,ENSG00000187037,7,37683766,37833788
LILRA5,ENSG00000187116,19,54307070,54313166
H1-7,ENSG00000187166,12,48328980,48330279
FPR3,ENSG00000187474,19,51795157,51826190
CYP26C1,ENSG00000187553,10,93060798,93069540
TLR5,ENSG00000187554,1,223109404,223143248
TRPV2,ENSG00000187688,17,16415571,16437003
CARD9,ENSG00000187796,9,136363956,136373681
EIF4EBP1,ENSG00000187840,8,38030534,38060365
ASCL4,ENSG00000187855,12,107774704,107776644
CLEC17A,ENSG00000187912,19,14583084,14612035
TREML4,ENSG00000188056,6,41228339,41238882
RAB42,ENSG00000188060,1,28592200,28595449
PEAK3,ENSG00000188305,19,2274631,2282175
PLSCR1,ENSG00000188313,3,146515180,146544856
SELL,ENSG00000188404,1,169690665,169711702
MIR3667HG,ENSG00000188511,22,49414524,49657542
FAM72B,ENSG00000188610,1,121167646,121185539
CALHM6,ENSG00000188820,6,116461370,116463771
,ENSG00000188897,16,11359845,11527247
HACD4,ENSG00000188921,9,20999509,21031640
GRAPL,ENSG00000189152,17,19127535,19159187
HLA-DRB1,ENSG00000196126,6,32577902,32589848
SIRPB2,ENSG00000196209,20,1470741,1491587
RYR1,ENSG00000196218,19,38433691,38595273
GIMAP5,ENSG00000196329,7,150722253,150750033
SRGAP2B,ENSG00000196369,1,144887265,145095528
FAM72A,ENSG00000196550,1,206186179,206204414
PLXNB2,ENSG00000196576,22,50274979,50307646
HLA-DQA1,ENSG00000196735,6,32628179,32647062
H2AC13,ENSG00000196747,6,27808173,27808667
OR52K1,ENSG00000196778,11,4482646,4493497
MAML3,ENSG00000196782,4,139716753,140154184
H2AC11,ENSG00000196787,6,27133043,27133535
ARID5A,ENSG00000196843,2,96536743,96552634
H2AC7,ENSG00000196866,6,26198784,26199293
CASP4,ENSG00000196954,11,104942866,104969366
GAL3ST4,ENSG00000197093,7,100159244,100168617
H3C12,ENSG00000197153,6,27890315,27893106
SERPINA1,ENSG00000197249,14,94376747,94390693
IL27,ENSG00000197272,16,28499362,28512051
C5AR1,ENSG00000197405,19,47290023,47322066
SPN,ENSG00000197471,16,29662979,29670876
LINC00477,ENSG00000197503,12,24566964,24584168
FAM177B,ENSG00000197520,1,222737202,222751004
ENPP1,ENSG00000197594,6,131808016,131895155
MPEG1,ENSG00000197629,11,59208510,59212927
PDCD1LG2,ENSG00000197646,9,5510531,5571282
CFD,ENSG00000197766,19,859453,867884
PLCG2,ENSG00000197943,16,81779279,81962685
FCHSD1,ENSG00000197948,5,141639302,141651418
SNHG12,ENSG00000197989,1,28578538,28583132
CLEC9A,ENSG00000197992,12,10030678,10066031
FCGR1BP,ENSG00000198019,1,121087395,121096152
TOR4A,ENSG00000198113,9,137277726,137282641
SULT1C2,ENSG00000198203,2,108288639,108309915
SLC29A3,ENSG00000198246,10,71319259,71381423
CARD11,ENSG00000198286,7,2906142,3044228
HOXC4,ENSG00000198353,12,54016931,54056030
HLA-DRB5,ENSG00000198502,6,32517353,32530287
BAZ1A,ENSG00000198604,14,34752731,34875647
RCSD1,ENSG00000198771,1,167630093,167708696
PNP,ENSG00000198805,14,20461992,20477094
SUCNR1,ENSG00000198829,3,151873643,151884619
STYXL2,ENSG00000198842,1,167094075,167129165
SFMBT2,ENSG00000198879,10,7158624,7411488
NAGA,ENSG00000198951,22,42058334,42070842
RNU5F-1,ENSG00000199377,1,44721786,44721902
SNORA31,ENSG00000199477,13,45337480,45337609
VTRNA1-1,ENSG00000199990,5,140711275,140711373
SNORD14E,ENSG00000200879,11,123058077,123058161
SNORA65,ENSG00000201302,9,127448501,127448630
RNA5S9,ENSG00000201321,1,228628148,228628266
SNORA55,ENSG00000201457,1,39567374,39567508
RNU6-7,ENSG00000201654,14,32202045,32202151
SNORD32A,ENSG00000201675,19,49489965,49490048
SNORD48,ENSG00000201823,6,31835263,31835326
SNORD14C,ENSG00000202252,11,123059335,123059422
SNORD34,ENSG00000202503,19,49490904,49490974
FCGR3A,ENSG00000203747,1,161541759,161550968
H3C14,ENSG00000203811,1,149840687,149841208
H2BC18,ENSG00000203814,1,149782689,149812373
H3C15,ENSG00000203852,1,149852608,149853125
GGTA1,ENSG00000204136,9,121444991,121499844
TMEM273,ENSG00000204161,10,49154725,49188585
HLA-DOA,ENSG00000204252,6,33004182,33009591
HLA-DMA,ENSG00000204257,6,32948613,32969094
PSMB8-AS1,ENSG00000204261,6,32844078,32846500
HLA-DRA,ENSG00000204287,6,32439878,32445046
AGER,ENSG00000204305,6,32180968,32184322
HSPA1B,ENSG00000204388,6,31827738,31830254
HSPA1A,ENSG00000204389,6,31815543,31817946
CARD16,ENSG00000204397,11,105041326,105101431
MSH5,ENSG00000204410,6,31739677,31762676
LINC01854,ENSG00000204460,2,129242173,129273848
AIF1,ENSG00000204472,6,31615217,31617021
LST1,ENSG00000204482,6,31586124,31588909
MICB,ENSG00000204516,6,31494881,31511124
LILRB3,ENSG00000204577,19,54216278,54223506
HLA-E,ENSG00000204592,6,30489509,30494194
HLA-F,ENSG00000204642,6,29722775,29738528
FBXO47,ENSG00000204952,17,38936432,38967403
LINC02397,ENSG00000205056,12,92466451,92492091
LINC02898,ENSG00000205086,2,41935368,41956806
SAP25,ENSG00000205307,7,100572228,100573900
ADGRG1,ENSG00000205336,16,57610652,57665580
SAMD9,ENSG00000205413,7,93099513,93118023
RGL3,ENSG00000205517,19,11384341,11419328
ITPRIPL2,ENSG00000205730,16,19113932,19121629
DENND1C,ENSG00000205744,19,6467207,6482557
ARRDC5,ENSG00000205784,19,4890437,4902896
HCP5,ENSG00000206337,6,31463170,31478936
SNORD58A,ENSG00000206602,18,49491283,49491347
RNU6-1,ENSG00000206625,15,67839939,67840045
SNORD60,ENSG00000206630,16,2155023,2155105
SNORD101,ENSG00000206754,6,132815307,132815379
SNORD15A,ENSG00000206941,11,75400391,75400538
SNORD14D,ENSG00000207118,11,123058909,123058995
RNVU1-15,ENSG00000207205,1,144412576,144412740
SNORD45A,ENSG00000207241,1,75787889,75787972
RNU6-2,ENSG00000207357,19,1021522,1021628
RNVU1-14,ENSG00000207501,1,145281116,145281279
MIR606,ENSG00000207583,10,75552458,75552553
MIR619,ENSG00000207622,12,108836908,108837006
MIR572,ENSG00000207716,4,11368827,11368921
MIR646,ENSG00000207802,20,60308474,60308567
MIR616,ENSG00000208028,12,57519163,57519259
SNORD83A,ENSG00000209482,22,39315213,39315307
SNORA26,ENSG00000212588,4,52713249,52713370
GIMAP1,ENSG00000213203,7,150716606,150724284
LTC4S,ENSG00000213316,5,179793980,179796647
GSTM2,ENSG00000213366,1,109668022,109709551
GPC2,ENSG00000213420,7,100169606,100177381
SIPA1,ENSG00000213445,11,65638101,65650918
GPSM3,ENSG00000213654,6,32190766,32195523
CLIC1,ENSG00000213719,6,31730581,31739763
ZNF321P,ENSG00000213801,19,52928903,52929397
SLC23A3,ENSG00000213901,2,219161465,219170095
LTB4R,ENSG00000213903,14,24311450,24318036
ZNF90,ENSG00000213988,19,20077994,20127076
C19orf38,ENSG00000214212,19,10836575,10869790
MS4A4E,ENSG00000214787,11,60200270,60243137
LINC00243,ENSG00000214894,6,30798211,30830659
LRRC69,ENSG00000214954,8,91101832,91219257
ANXA2R-AS1,ENSG00000215068,5,43041572,43064272
CIMIP2B,ENSG00000215187,9,35561831,35563899
LINC02649,ENSG00000215244,10,6271169,6353827
MIR17HG,ENSG00000215417,13,91347686,91397592
AATBC,ENSG00000215458,21,43805758,43812567
FAM72D,ENSG00000215784,1,145095974,145112696
LINC01356,ENSG00000215866,1,112820170,112850643
MIR941-2,ENSG00000216141,20,63919505,63919576
IFI30,ENSG00000216490,19,18173162,18178117
CKLF,ENSG00000217555,16,66552563,66566251
ZNF433-AS1,ENSG00000219665,19,11987617,12046275
SNORD99,ENSG00000221539,1,28578749,28578822
PPP3CB-AS1,ENSG00000221817,10,73495525,73520070
CEBPD,ENSG00000221869,8,47736913,47738164
ZNF816-ZNF321P,ENSG00000221874,19,52928475,52962823
BTBD19,ENSG00000222009,1,44808523,44815585
C10orf55,ENSG00000222047,10,73909969,73922777
DIP2A-IT1,ENSG00000223692,21,46462471,46469306
HLA-DPB1,ENSG00000223865,6,33075990,33089696
LINC02975,ENSG00000224307,9,129282426,129313220
RC3H1-DT,ENSG00000224977,1,174022509,174023167
LINC01504,ENSG00000225434,9,72305367,72356721
ZNF469,ENSG00000225614,16,88382959,88440757
TAB2-AS1,ENSG00000225924,6,149243299,149257551
LINC01907,ENSG00000226125,2,230690065,230700529
CFLAR-AS1,ENSG00000226312,2,201140278,201157823
SNORD57,ENSG00000226572,20,2656939,2657010
TSPAN14-AS1,ENSG00000226659,10,80529592,80536026
DISC1-IT1,ENSG00000226758,1,231925834,231945233
ITGB2-AS1,ENSG00000227039,21,44921051,44929680
KIF1C-AS1,ENSG00000227495,17,5019214,5020093
MROCKI,ENSG00000227502,6,113868013,113873390
LINC01624,ENSG00000227508,6,170272474,170279887
LINC01736,ENSG00000228058,1,230002372,230007195
MIR646HG,ENSG00000228340,20,60087661,60653784
MIR34AHG,ENSG00000228526,1,9148011,9198906
SAPCD1,ENSG00000228727,6,31762656,31764850
MIR365BHG,ENSG00000228768,17,31571142,31575659
LINC00954,ENSG00000228784,2,19868860,19885047
HCG22,ENSG00000228789,6,31053450,31059890
CCDC26,ENSG00000229140,8,128634199,129683770
HLA-DRB6,ENSG00000229391,6,32553046,32558186
PATL2,ENSG00000229474,15,44665732,44711323
COL6A4P1,ENSG00000230524,3,15151833,15180961
AOAH-IT1,ENSG00000230539,7,36597834,36600120
SRGAP2-AS1,ENSG00000230806,1,121360156,121398806
LNCAROD,ENSG00000231131,10,52450874,52755509
HLA-DPA1,ENSG00000231389,6,33064569,33080775
LINC01353,ENSG00000231507,1,203273221,203288804
SNORD62B,ENSG00000231587,9,131490486,131490571
,ENSG00000232628,1,224208741,224213625
HLA-DQB2,ENSG00000232629,6,32756098,32763532
STEAP1B-AS1,ENSG00000232759,7,22563337,22573996
TNF,ENSG00000232810,6,31575565,31578336
DLGAP4-AS1,ENSG00000232907,20,36507702,36573391
PTPRN2-AS1,ENSG00000233038,7,157854529,157863011
FAM238A,ENSG00000233261,10,26591310,26594271
BTG2-DT,ENSG00000233791,1,203298758,203305315
PDYN-AS1,ENSG00000233896,20,1947246,2030028
LINC01694,ENSG00000233922,21,45590771,45603088
LINC01426,ENSG00000234380,21,34745756,34784886
HLA-B,ENSG00000234745,6,31353872,31367067
LINC00676,ENSG00000234854,13,109728282,109730007
C12orf75,ENSG00000235162,12,105235290,105396097
SNORD62A,ENSG00000235284,9,131485665,131485750
NFAM1,ENSG00000235568,22,42380407,42432403
GSN-AS1,ENSG00000235865,9,121280768,121285530
ANKRD44-IT1,ENSG00000236977,2,197250858,197302519
FOXD2-AS1,ENSG00000237424,1,47432133,47434641
LINC01684,ENSG00000237484,21,24306939,24547942
WAKMAR2,ENSG00000237499,6,137823673,137868233
HLA-DQA2,ENSG00000237541,6,32741391,32747198
KIFC1,ENSG00000237649,6,33391823,33409896
IRGM,ENSG00000237693,5,150846521,150900736
LINC00649,ENSG00000237945,21,33915534,33977703
ZEB2-AS1,ENSG00000238057,2,144517978,144521477
LINC01410,ENSG00000238113,9,62801461,62813486
SNORA13,ENSG00000238363,5,112161485,112161617
MIR1976,ENSG00000238705,1,26554542,26554593
SNORD125,ENSG00000239127,22,29333163,29333258
APOBEC3G,ENSG00000239713,22,39077067,39087743
LILRA4,ENSG00000239961,19,54333185,54339162
LILRA2,ENSG00000239998,19,54572920,54590287
CD302,ENSG00000241399,2,159768628,159798255
LINC00996,ENSG00000242258,7,150433654,150448141
HLA-DMB,ENSG00000242574,6,32934629,32941028
ABCC13,ENSG00000243064,21,14274092,14362754
EFNA4,ENSG00000243364,1,155063737,155069553
CFB,ENSG00000243649,6,31945650,31952086
APOBEC3D,ENSG00000243811,22,39021113,39033277
LILRA6,ENSG00000244482,19,54236590,54242790
APOBEC3C,ENSG00000244509,22,39014257,39020352
NEAT1,ENSG00000245532,11,65422774,65445540
LNCRNA-IUR,ENSG00000245552,11,95150539,95234391
CEBPA,ENSG00000245848,19,33299934,33302534
LINC00968,ENSG00000246430,8,56494309,56559823
TNFRSF10A-DT,ENSG00000246582,8,23224471,23230926
PLA2G4E-AS1,ENSG00000246740,15,41972763,41999094
PCED1B-AS1,ENSG00000247774,12,47205893,47216487
LY75-CD302,ENSG00000248672,2,159771851,159904710
,ENSG00000249138,4,184798512,184798891
NAIP,ENSG00000249437,5,70968166,71025339
LINC01091,ENSG00000249464,4,123539026,123962704
,ENSG00000249574,7,379359,382712
,ENSG00000249738,5,159310745,159805536
GOLGA8K,ENSG00000249931,15,32389599,32403292
RHOQ-AS1,ENSG00000250116,2,46568256,46580238
FAM242C,ENSG00000250432,12,54085132,54125992
LINC01303,ENSG00000250548,14,61556273,61570653
LINC02381,ENSG00000250742,12,54126019,54147485
