hgnc_symbol,gene_ensemble,chr,gene_start,gene_end
RNF213,ENSG00000173821,17,80260852,80398794
RNFT1,ENSG00000189050,17,59952240,59964761
RNU12,ENSG00000276027,22,42615244,42615393
RNU5A-1,ENSG00000199568,15,65296051,65296166
RNU5E-1,ENSG00000199347,1,11908152,11908271
RNVU1-14,ENSG00000207501,1,145281116,145281279
RNVU1-15,ENSG00000207205,1,144412576,144412740
RNVU1-19,ENSG00000275538,1,120850819,120850985
RNVU1-4,ENSG00000277610,1,120942600,120942763
RPGRIP1,ENSG00000092200,14,21280083,21351301
RPL23AP64,ENSG00000240970,11,119003012,119003446
RPS6KA1,ENSG00000117676,1,26529761,26575030
RREB1,ENSG00000124782,6,7107597,7251980
RTTN,ENSG00000176225,18,70003031,70205726
RUBCNL,ENSG00000102445,13,46334681,46438190
RUNX1,ENSG00000159216,21,34787801,36004667
RUNX2,ENSG00000124813,6,45328157,45664349
RYR1,ENSG00000196218,19,38433691,38595273
S100Z,ENSG00000171643,5,76850001,76921650
SAMD9,ENSG00000205413,7,93099513,93118023
SAMD9L,ENSG00000177409,7,93130056,93148385
SAMSN1,ENSG00000155307,21,14485228,14658821
SCIMP,ENSG00000161929,17,5208920,5234860
SCIN,ENSG00000006747,7,12570577,12660182
SELL,ENSG00000188404,1,169690665,169711702
SELPLG,ENSG00000110876,12,108621895,108633894
SERPINA1,ENSG00000197249,14,94376747,94390693
SERPINB9,ENSG00000170542,6,2887270,2903309
SERPINB9P1,ENSG00000230438,6,2851230,2881407
SERPINF2,ENSG00000167711,17,1742836,1755265
SFMBT2,ENSG00000198879,10,7158624,7411488
SFT2D2,ENSG00000213064,1,168225938,168253021
SFXN2,ENSG00000156398,10,102714538,102743492
SGK1,ENSG00000118515,6,134169248,134318112
SH2B3,ENSG00000111252,12,111405923,111451623
SH3TC1,ENSG00000125089,4,8182072,8241803
SIGLEC10,ENSG00000142512,19,51410020,51417803
SIGLEC11,ENSG00000161640,19,49948985,49961172
SIGLEC14,ENSG00000254415,19,51639478,51646825
SIGLEC16,ENSG00000161643,19,49969600,49975819
SIGLEC5,ENSG00000268500,19,51610960,51630401
SIGLEC5,ENSG00000105501,19,51630101,51645545
SIGLEC7,ENSG00000168995,19,51142299,51153526
SIGLEC8,ENSG00000105366,19,51450847,51458456
SIGLEC9,ENSG00000129450,19,51124906,51136651
SIRPB1,ENSG00000101307,20,1561385,1620061
SIRPB2,ENSG00000196209,20,1470741,1491587
SKIL,ENSG00000136603,3,170357342,170396835
SLA,ENSG00000155926,8,133036728,133102912
SLC11A1,ENSG00000018280,2,218382029,218396894
SLC16A3,ENSG00000141526,17,82217934,82261129
SLC16A5,ENSG00000170190,17,75087727,75106162
SLC17A9,ENSG00000101194,20,62952707,62969585
SLC1A5,ENSG00000105281,19,46774883,46788594
SLC22A18,ENSG00000110628,11,2899721,2925246
SLC2A5,ENSG00000142583,1,9035106,9088478
SLC2A9,ENSG00000109667,4,9771153,10054936
SLC37A2,ENSG00000134955,11,125063302,125090516
SLC4A7,ENSG00000033867,3,27372723,27484420
SLC7A7,ENSG00000155465,14,22773222,22829820
SLC9A7P1,ENSG00000227825,12,98454877,98457115
SLCO2B1,ENSG00000137491,11,75100563,75206549
SLFN12,ENSG00000172123,17,35410922,35433283
SNX20,ENSG00000167208,16,50666300,50681353
SOAT1,ENSG00000057252,1,179293714,179358680
SOCS6,ENSG00000170677,18,70289045,70330199
SORL1,ENSG00000137642,11,121452314,121633763
SP100,ENSG00000067066,2,230415942,230545606
SP110,ENSG00000135899,2,230165186,230225729
SP140,ENSG00000079263,2,230203110,230313215
SP140L,ENSG00000185404,2,230327184,230403732
SPATA13,ENSG00000182957,13,23979805,24307074
SPI1,ENSG00000066336,11,47354860,47409369
SPN,ENSG00000197471,16,29662979,29670876
SPNS3,ENSG00000182557,17,4433940,4488208
SPP1,ENSG00000118785,4,87975667,87983532
SPPL2A,ENSG00000138600,15,50702266,50765948
SPTLC3,ENSG00000172296,20,13008972,13169103
SRGAP2B,ENSG00000196369,1,144887265,145095528
SSH2,ENSG00000141298,17,29625938,29930276
ST14,ENSG00000149418,11,130159782,130210362
ST6GAL1,ENSG00000073849,3,186930325,187078553
ST8SIA4,ENSG00000113532,5,100806933,100903282
STAB1,ENSG00000010327,3,52495338,52524495
STAMBPL1,ENSG00000138134,10,88879734,88975153
STARD5,ENSG00000172345,15,81309053,81324183
STAT5A,ENSG00000126561,17,42287547,42311943
STEAP3,ENSG00000115107,2,119223831,119265652
STX11,ENSG00000135604,6,144150487,144191939
STXBP2,ENSG00000076944,19,7636772,7647873
SUCNR1,ENSG00000198829,3,151873643,151884619
SUMO4,ENSG00000177688,6,149400262,149401278
SUSD3,ENSG00000157303,9,93058688,93085133
SUSD6,ENSG00000100647,14,69611596,69715144
SYK,ENSG00000165025,9,90801787,90898549
SYT6,ENSG00000134207,1,114089291,114153880
SYTL3,ENSG00000164674,6,158650014,158764876
TAGAP,ENSG00000164691,6,159034468,159045152
TAL1,ENSG00000162367,1,47216290,47232225
TAS2R5,ENSG00000127366,7,141790217,141791367
TBC1D2B,ENSG00000167202,15,77984036,78077724
TBC1D3P1-DHX40P1,ENSG00000267104,17,59962363,60018975
TBX19,ENSG00000143178,1,168280877,168314426
TBXAS1,ENSG00000059377,7,139777051,140020325
TCIRG1,ENSG00000110719,11,68039025,68050895
TEP1,ENSG00000129566,14,20365667,20413501
TFCP2L1,ENSG00000115112,2,121216587,121285202
TFEC,ENSG00000105967,7,115935148,116159896
TGFBR1,ENSG00000106799,9,99104038,99154192
TGFBR2,ENSG00000163513,3,30606601,30694142
THEMIS2,ENSG00000130775,1,27872543,27886685
TIFA,ENSG00000145365,4,112272968,112285955
TIGD4,ENSG00000169989,4,152769354,152779730
TIMM23B,ENSG00000204152,10,49942049,49974850
TLDC2,ENSG00000101342,20,36876121,36894235
TLR1,ENSG00000174125,4,38790677,38856817
TLR10,ENSG00000174123,4,38772238,38782990
TLR2,ENSG00000137462,4,153684070,153706260
TLR3,ENSG00000164342,4,186068911,186088073
TLR4,ENSG00000136869,9,117704175,117724735
TLR5,ENSG00000187554,1,223109404,223143248
TLR6,ENSG00000174130,4,38822897,38856817
TMC8,ENSG00000167895,17,78130770,78142968
TMEM106A,ENSG00000184988,17,43211835,43220041
TMEM119,ENSG00000183160,12,108589851,108598320
TMEM150B,ENSG00000180061,19,55312801,55334048
TMEM154,ENSG00000170006,4,152618628,152680012
TMEM156,ENSG00000121895,4,38966744,39032922
TMEM236,ENSG00000148483,10,17752201,17800868
TMEM255B,ENSG00000184497,13,113759226,113816995
TMEM52B,ENSG00000165685,12,10170542,10191804
TMEM86A,ENSG00000151117,11,18693122,18704785
TMIGD2,ENSG00000167664,19,4292227,4302431
TMIGD3,ENSG00000121933,1,111483348,111563962
TMPO-AS1,ENSG00000257167,12,98512973,98516422
TMPPE,ENSG00000188167,3,33090421,33097146
TNF,ENSG00000232810,6,31575565,31578336
TNFAIP3,ENSG00000118503,6,137867214,137883314
TNFRSF10A,ENSG00000104689,8,23190452,23225102
TNFRSF10B,ENSG00000120889,8,23020133,23069031
TNFRSF10C,ENSG00000173535,8,23102921,23117445
TNFRSF10D,ENSG00000173530,8,23135588,23164027
TNFRSF11A,ENSG00000141655,18,62325287,62391288
TNFRSF12A,ENSG00000006327,16,3018445,3022383
TNFRSF13C,ENSG00000159958,22,41922032,41926806
TNFRSF1B,ENSG00000028137,1,12166991,12209228
TNFSF13B,ENSG00000102524,13,108251240,108308484
TNFSF18,ENSG00000120337,1,173039202,173050941
TNFSF8,ENSG00000106952,9,114893343,114930595
TOR4A,ENSG00000198113,9,137277726,137282641
TRAF3IP3,ENSG00000009790,1,209756032,209782320
TREM2,ENSG00000095970,6,41158506,41163186
TREML1,ENSG00000161911,6,41149337,41154347
TRIM22,ENSG00000132274,11,5689610,5737089
TRIM34,ENSG00000258659,11,5619764,5644398
TRIM38,ENSG00000112343,6,25962802,25991231
TRIM6-TRIM34,ENSG00000258588,11,5596725,5644398
TRPC2,ENSG00000182048,11,3616679,3637549
TRPC2,ENSG00000290962,11,3626439,3637672
TRPM2-AS,ENSG00000230061,21,44414588,44425272
TSSK4,ENSG00000139908,14,24205696,24208362
TTF2,ENSG00000116830,1,117060326,117107453
TTN-AS1,ENSG00000237298,2,178521183,178779963
TVP23C,ENSG00000175106,17,15502264,15563595
TYMP,ENSG00000025708,22,50525752,50530032
UBA7,ENSG00000182179,3,49805209,49813953
UHRF1,ENSG00000276043,19,4903080,4962154
UNC93B1,ENSG00000110057,11,67991100,68004982
USP53,ENSG00000145390,4,119212587,119295518
USP6,ENSG00000129204,17,5116032,5175034
VAV1,ENSG00000141968,19,6772708,6857366
VENTX,ENSG00000151650,10,133237855,133241928
VNN2,ENSG00000112303,6,132743870,132763459
WDFY4,ENSG00000128815,10,48684873,48982956
WNT2B,ENSG00000134245,1,112466541,112530165
WNT5A,ENSG00000114251,3,55465715,55490539
XIRP1,ENSG00000168334,3,39183210,39192596
ZBTB26,ENSG00000171448,9,122915566,122931512
ZBTB37,ENSG00000185278,1,173868082,173903547
ZC3H12A,ENSG00000163874,1,37474580,37484377
ZC3H12D,ENSG00000178199,6,149446795,149485014
ZFHX3,ENSG00000140836,16,72782885,73891871
ZFP36L2,ENSG00000152518,2,43222402,43226606
ZFPM2-AS1,ENSG00000251003,8,105546089,106060524
ZMYND15,ENSG00000141497,17,4739833,4746119
ZNF100,ENSG00000197020,19,21722771,21767579
ZNF121,ENSG00000197961,19,9560329,9584504
ZNF124,ENSG00000196418,1,247121975,247172020
ZNF141,ENSG00000131127,4,337814,384868
ZNF217,ENSG00000171940,20,53567071,53609907
ZNF267,ENSG00000185947,16,31873807,31917357
ZNF321P,ENSG00000213801,19,52928903,52929397
ZNF321P,ENSG00000293246,19,52927135,52942601
ZNF460,ENSG00000197714,19,57280051,57294069
ZNF600,ENSG00000189190,19,52749942,52786807
ZNF660,ENSG00000144792,3,44578223,44599694
ZNF808,ENSG00000198482,19,52527652,52564464
ZNF816,ENSG00000180257,19,52949379,52962911
ZNF816-ZNF321P,ENSG00000221874,19,52928475,52962823
ZNF846,ENSG00000196605,19,9751993,9793180
ZNF85,ENSG00000105750,19,20923222,20950697
ZNF888,ENSG00000213793,19,52904415,52923470
ZNF90,ENSG00000213988,19,20077994,20127076
ZNRF2,ENSG00000180233,7,30284597,30367689
