hgnc_id,hgnc_symbol,hgnc_synonyms,hgnc_name,ensembl_id,entrez_id
HGNC:1476,CAPN1,"MUCANP, MUCL, CANPL1",calpain 1,ENSG00000014216,823
HGNC:1479,CAPN2,"MCANP, CANPML, CANPL2",calpain 2,ENSG00000162909,824
HGNC:6743,CAPRIN1,"CAPRIN-1, RNG105, M11S1, GPIAP1",cell cycle associated protein 1,ENSG00000135387,4076
HGNC:1491,CAPZB,NA,capping actin protein of muscle Z-line subunit beta,ENSG00000077549,832
HGNC:20272,CARMIL3,"BC008134, CRML-1, C14ORF121, LRRC16B",capping protein regulator and myosin 1 linker 3,ENSG00000186648,90668
HGNC:1497,CASK,"LIN2, CAGH39, FGS4, TNRC8",calcium/calmodulin dependent serine protein kinase,ENSG00000147044,8573
HGNC:20879,CASKIN1,"KIAA1306, ANKS5A",CASK interacting protein 1,ENSG00000167971,57524
HGNC:1504,CASP3,"CPP32, CPP32B, YAMA, APOPAIN",caspase 3,ENSG00000164305,836
HGNC:1514,CASR,"FHH, NSHPT, GPRC2A, HHC, HHC1",calcium sensing receptor,ENSG00000036828,846
HGNC:1542,CBLB,"RNF56, CBL-B",Cbl proto-oncogene B,ENSG00000114423,868
HGNC:1543,CBLN1,NA,cerebellin 1 precursor,ENSG00000102924,869
HGNC:1544,CBLN2,NA,cerebellin 2 precursor,ENSG00000141668,147381
HGNC:20146,CBLN3,NA,cerebellin 3 precursor,ENSG00000139899,643866
HGNC:16231,CBLN4,"DJ885A10.1, CBLNL1",cerebellin 4 precursor,ENSG00000054803,140689
HGNC:30237,CC2D1A,"FLJ20241, MRT3, FREUD-1, LGD2, TAPE, AKI-1",coiled-coil and C2 domain containing 1A,ENSG00000132024,54862
HGNC:1569,CCK,NA,cholecystokinin,ENSG00000187094,885
HGNC:7203,CD200,"MRC, OX-2",CD200 molecule,ENSG00000091972,4345
HGNC:14258,CD2AP,CMS,CD2 associated protein,ENSG00000198087,23607
HGNC:1681,CD44,"IN, MC56, PGP1, PGP-1, CD44R, HCELL, CSPG8, HERMES-1, CDW44, HUTCH-1, HUTCH-I, ECM-III, H-CAM, MIC4, MDU2, MDU3",CD44 molecule (Indian blood group),ENSG00000026508,960
HGNC:1682,CD47,MER6,CD47 molecule,ENSG00000196776,961
HGNC:1736,CDC42,"G25K, CDC42HS",cell division cycle 42,ENSG00000070831,998
HGNC:1748,CDH1,"UVOMORULIN, CD324, UVO",cadherin 1,ENSG00000039068,999
HGNC:1749,CDH10,NA,cadherin 10,ENSG00000040731,1008
HGNC:1750,CDH11,CAD11,cadherin 11,ENSG00000140937,1009
HGNC:1753,CDH13,CDHH,cadherin 13,ENSG00000140945,1012
HGNC:1759,CDH2,"CDHN, CD325, NCAD",cadherin 2,ENSG00000170558,1000
HGNC:13733,CDH23,"CDHR23, DFNB12, USH1D",cadherin related 23,ENSG00000107736,64072
HGNC:1765,CDH6,NA,cadherin 6,ENSG00000113361,1004
HGNC:1767,CDH8,NA,cadherin 8,ENSG00000150394,1006
HGNC:1768,CDH9,NA,cadherin 9,ENSG00000113100,1007
HGNC:8749,CDK16,"PCTAIRE, PCTAIRE1, PCTGAIRE, FLJ16665, PCTK1",cyclin dependent kinase 16,ENSG00000102225,5127
HGNC:1774,CDK5,PSSALRE,cyclin dependent kinase 5,ENSG00000164885,1020
HGNC:1775,CDK5R1,"P35NCK5A, NCK5A",cyclin dependent kinase 5 regulatory subunit 1,ENSG00000176749,8851
HGNC:1776,CDK5R2,"P39NCK5AI, NCK5AI",cyclin dependent kinase 5 regulatory subunit 2,ENSG00000171450,8941
HGNC:11411,CDKL5,"EIEE2, CFAP247, STK9",cyclin dependent kinase like 5,ENSG00000008086,6792
HGNC:3230,CELSR3,"MEGF2, HFMI1, FMI1, CDHF11, ADGRC3, EGFL1",cadherin EGF LAG seven-pass G-type receptor 3,ENSG00000008300,1951
HGNC:1874,CFL1,CFL,cofilin 1,ENSG00000172757,1072
HGNC:1919,CHD4,"MI-2B, MI2-BETA",chromodomain helicase DNA binding protein 4,ENSG00000111642,1108
HGNC:24537,CHMP2B,"DKFZP564O123, CHMP2.5, VPS2B",charged multivesicular body protein 2B,ENSG00000083937,25978
HGNC:16171,CHMP4B,"DJ553F4.4, SHAX1, SNF7-2, VPS32B, C20ORF178",charged multivesicular body protein 4B,ENSG00000101421,128866
HGNC:1950,CHRM1,NA,cholinergic receptor muscarinic 1,ENSG00000168539,1128
HGNC:1951,CHRM2,NA,cholinergic receptor muscarinic 2,ENSG00000181072,1129
HGNC:1952,CHRM3,M3ACHR,cholinergic receptor muscarinic 3,ENSG00000133019,1131
HGNC:1953,CHRM4,NA,cholinergic receptor muscarinic 4,ENSG00000180720,1132
HGNC:1955,CHRNA1,CHRNA,cholinergic receptor nicotinic alpha 1 subunit,ENSG00000138435,1134
HGNC:13800,CHRNA10,NA,cholinergic receptor nicotinic alpha 10 subunit,ENSG00000129749,57053
HGNC:1957,CHRNA3,NA,cholinergic receptor nicotinic alpha 3 subunit,ENSG00000080644,1136
HGNC:1958,CHRNA4,NA,cholinergic receptor nicotinic alpha 4 subunit,ENSG00000101204,1137
HGNC:1959,CHRNA5,NA,cholinergic receptor nicotinic alpha 5 subunit,ENSG00000169684,1138
HGNC:15963,CHRNA6,NA,cholinergic receptor nicotinic alpha 6 subunit,ENSG00000147434,8973
HGNC:1960,CHRNA7,NA,cholinergic receptor nicotinic alpha 7 subunit,ENSG00000175344,1139
HGNC:14079,CHRNA9,NACHRA9,cholinergic receptor nicotinic alpha 9 subunit,ENSG00000174343,55584
HGNC:1961,CHRNB1,CHRNB,cholinergic receptor nicotinic beta 1 subunit,ENSG00000170175,1140
HGNC:1962,CHRNB2,NA,cholinergic receptor nicotinic beta 2 subunit,ENSG00000160716,1141
HGNC:1963,CHRNB3,NA,cholinergic receptor nicotinic beta 3 subunit,ENSG00000147432,1142
HGNC:1964,CHRNB4,NA,cholinergic receptor nicotinic beta 4 subunit,ENSG00000117971,1143
HGNC:1965,CHRND,ACHRD,cholinergic receptor nicotinic delta subunit,ENSG00000135902,1144
HGNC:1966,CHRNE,ACHRE,cholinergic receptor nicotinic epsilon subunit,ENSG00000108556,1145
HGNC:1967,CHRNG,ACHRG,cholinergic receptor nicotinic gamma subunit,ENSG00000196811,1146
HGNC:17078,CLASP2,KIAA0627,cytoplasmic linker associated protein 2,ENSG00000163539,23122
HGNC:2021,CLCN3,"CLC3, CLC-3",chloride voltage-gated channel 3,ENSG00000109572,1182
HGNC:24039,CLMP,"ASAM, FLJ22415, ACAM",CXADR like membrane protein,ENSG00000166250,79827
HGNC:2087,CLPTM1,NA,CLPTM1 regulator of GABA type A receptor forward trafficking,ENSG00000104853,1209
HGNC:17447,CLSTN1,"CSTN1, KIAA0911, CDHR12",calsyntenin 1,ENSG00000171603,22883
HGNC:17448,CLSTN2,"CSTN2, CS2, FLJ39113, CDHR13",calsyntenin 2,ENSG00000158258,64084
HGNC:18371,CLSTN3,"CSTN3, KIAA0726, CDHR14",calsyntenin 3,ENSG00000139182,9746
HGNC:2090,CLTA,NA,clathrin light chain A,ENSG00000122705,1211
HGNC:2091,CLTB,LCB,clathrin light chain B,ENSG00000175416,1212
HGNC:2092,CLTC,"HC, CLTCL2",clathrin heavy chain,ENSG00000141367,1213
HGNC:2095,CLU,"SGP-2, SP-40, TRPM-2, KUB1, CLU2, CLI, APOJ",clusterin,ENSG00000120885,1191
HGNC:28744,CNIH2,"MGC50896, CNIH-2",cornichon family AMPA receptor auxiliary protein 2,ENSG00000174871,254263
HGNC:26802,CNIH3,"FLJ38993, CNIH-3",cornichon family AMPA receptor auxiliary protein 3,ENSG00000143786,149111
HGNC:19701,CNKSR2,"KIAA0902, CNK2",connector enhancer of kinase suppressor of Ras 2,ENSG00000149970,22866
HGNC:2157,CNN3,NA,calponin 3,ENSG00000117519,1266
HGNC:103,CNNM2,ACDP2,cyclin and CBS domain divalent metal cation transport mediator 2,ENSG00000148842,54805
HGNC:2159,CNR1,"CB1K5, CB-R, CB1, CANN6, CB1A, CNR",cannabinoid receptor 1,ENSG00000118432,1268
HGNC:2160,CNR2,CB2,cannabinoid receptor 2,ENSG00000188822,1269
HGNC:24546,CNRIP1,"DKFZP566K1924, CRIP1A, CRIP1B, C2ORF32",cannabinoid receptor interacting protein 1,ENSG00000119865,25927
HGNC:2171,CNTN1,NA,contactin 1,ENSG00000018236,1272
HGNC:2172,CNTN2,"TAG-1, TAX1, TAX, AXT",contactin 2,ENSG00000184144,6900
HGNC:2175,CNTN5,"NB-2, HNB-2",contactin 5,ENSG00000149972,53942
HGNC:2176,CNTN6,NB-3,contactin 6,ENSG00000134115,27255
HGNC:8011,CNTNAP1,"P190, CASPR, CNTNAP",contactin associated protein 1,ENSG00000108797,8506
HGNC:13830,CNTNAP2,"CASPR2, KIAA0868",contactin associated protein 2,ENSG00000174469,26047
HGNC:18747,CNTNAP4,"CASPR4, KIAA1763",contactin associated protein family member 4,ENSG00000152910,85445
HGNC:2228,COMT,NA,catechol-O-methyltransferase,ENSG00000093010,1312
HGNC:2252,CORO1A,"HCORO1, CORONIN-1",coronin 1A,ENSG00000102879,11151
HGNC:2253,CORO1B,CORONIN-2,coronin 1B,ENSG00000172725,57175
HGNC:21744,CPEB1,"FLJ13203, CPEB",cytoplasmic polyadenylation element binding protein 1,ENSG00000214575,64506
HGNC:21745,CPEB2,NA,cytoplasmic polyadenylation element binding protein 2,ENSG00000137449,132864
HGNC:21746,CPEB3,KIAA0940,cytoplasmic polyadenylation element binding protein 3,ENSG00000107864,22849
HGNC:21747,CPEB4,KIAA1673,cytoplasmic polyadenylation element binding protein 4,ENSG00000113742,80315
HGNC:2309,CPLX1,CPX-I,complexin 1,ENSG00000168993,10815
HGNC:2310,CPLX2,"CPX-2, DKFZP547D155",complexin 2,ENSG00000145920,10814
HGNC:27652,CPLX3,CPX-III,complexin 3,ENSG00000213578,594855
HGNC:2317,CPNE4,"COPN4, CPN4",copine 4,ENSG00000196353,131034
HGNC:2319,CPNE6,"N-COPINE, COPINE-6",copine 6,ENSG00000100884,9362
HGNC:2320,CPNE7,NA,copine 7,ENSG00000178773,27132
HGNC:2325,CPSF2,"KIAA1367, CPSF100",cleavage and polyadenylation specific factor 2,ENSG00000165934,53981
HGNC:18540,CPT1C,"FLJ23809, CPTIC, CPT1P, CATL1",carnitine palmitoyltransferase 1C,ENSG00000169169,126129
HGNC:14630,CRELD1,"CIRRIN, AVSD2",cysteine rich with EGF like domains 1,ENSG00000163703,78987
HGNC:2355,CRH,CRH1,corticotropin releasing hormone,ENSG00000147571,1392
HGNC:2357,CRHR1,"CRF-R, CRF1, CRHR",corticotropin releasing hormone receptor 1,ENSG00000120088,1394
HGNC:14312,CRIPT,HSPC139,CXXC repeat containing interactor of PDZ3 domain,ENSG00000119878,9419
HGNC:2362,CRK,NA,"CRK proto-oncogene, adaptor protein",ENSG00000167193,1398
HGNC:2363,CRKL,NA,"CRK like proto-oncogene, adaptor protein",ENSG00000099942,1399
HGNC:2365,CRMP1,DPYSL1,collapsin response mediator protein 1,ENSG00000072832,1400
HGNC:14882,CRTAC1,"FLJ10320, CEP-68, ASPIC1",cartilage acidic protein 1,ENSG00000095713,55118
HGNC:16062,CRTC1,"KIAA0616, FLJ14027, TORC1, MECT1",CREB regulated transcription coactivator 1,ENSG00000105662,23373
HGNC:19290,CSMD2,KIAA1884,CUB and Sushi multiple domains 2,ENSG00000121904,114784
HGNC:2460,CSNK2B,CKB2,casein kinase 2 beta,ENSG00000204435,1460
HGNC:2467,CSPG5,NGC,chondroitin sulfate proteoglycan 5,ENSG00000114646,10675
HGNC:2494,CTBP1,BARS,C-terminal binding protein 1,ENSG00000159692,1487
HGNC:2495,CTBP2,RIBEYE,C-terminal binding protein 2,ENSG00000175029,1488
HGNC:2510,CTNNA2,"CAP-R, CT114",catenin alpha 2,ENSG00000066032,1496
HGNC:2514,CTNNB1,"BETA-CATENIN, ARMADILLO, CTNNB",catenin beta 1,ENSG00000168036,1499
HGNC:2515,CTNND1,"KIAA0384, P120CAS, P120CTN, CTNND",catenin delta 1,ENSG00000198561,1500
HGNC:2516,CTNND2,"NPRAP, GT24",catenin delta 2,ENSG00000169862,1501
HGNC:2529,CTSD,"CLN10, CPSD",cathepsin D,ENSG00000117984,1509
HGNC:3338,CTTN,EMS1,cortactin,ENSG00000085733,2017
HGNC:15679,CTTNBP2,"KIAA1758, ORF4, CORTBP2, C7ORF8",cortactin binding protein 2,ENSG00000077063,83992
HGNC:2553,CUL3,NA,cullin 3,ENSG00000036257,8452
HGNC:2559,CXADR,NA,CXADR Ig-like cell adhesion molecule,ENSG00000154639,1525
HGNC:13759,CYFIP1,"KIAA0068, P140SRA-1, SHYC",cytoplasmic FMR1 interacting protein 1,ENSG00000273749,23191
HGNC:13760,CYFIP2,PIR121,cytoplasmic FMR1 interacting protein 2,ENSG00000055163,26999
HGNC:2584,CYLD,"KIAA0849, USPL2, CYLD1",CYLD lysine 63 deubiquitinase,ENSG00000083799,1540
HGNC:9501,CYTH1,"B2-1, D17S811E, CYTOHESIN-1, PSCD1",cytohesin 1,ENSG00000108669,9267
HGNC:9502,CYTH2,"CTS18.1, SEC7P-L, ARNO, SEC7P-LIKE, CYTOHESIN-2, PSCD2L, PSCD2",cytohesin 2,ENSG00000105443,9266
HGNC:18142,DAAM1,KIAA0666,dishevelled associated activator of morphogenesis 1,ENSG00000100592,23002
HGNC:2661,DAB1,NA,DAB adaptor protein 1,ENSG00000173406,1600
HGNC:17748,DACT1,"DAPPER1, THYEX3, HDPR1, DAPPER, FRODO",dishevelled binding antagonist of beta catenin 1,ENSG00000165617,51339
HGNC:2666,DAG1,"A3A, 156DAG, AGRNR, DAG",dystroglycan 1,ENSG00000173402,1605
HGNC:1165,DAGLA,"KIAA0659, NSDDR, DAGLALPHA, C11ORF11",diacylglycerol lipase alpha,ENSG00000134780,747
HGNC:2674,DAPK1,DAPK,death associated protein kinase 1,ENSG00000196730,1612
HGNC:2695,DBN1,D0S117E,drebrin 1,ENSG00000113758,1627
HGNC:2696,DBNL,"SH3P7, HIP-55",drebrin like,ENSG00000136279,28988
HGNC:2701,DCC,"IGDCC1, NTN1R1",DCC netrin 1 receptor,ENSG00000187323,1630
HGNC:2700,DCLK1,"KIAA0369, DCLK, DCDC3A, DCAMKL1",doublecortin like kinase 1,ENSG00000133083,9201
HGNC:2714,DCX,"SCLH, DC, LISX, DBCN, XLIS",doublecortin,ENSG00000077279,1641
HGNC:24458,DDN,KIAA0749,dendrin,ENSG00000181418,23109
HGNC:2745,DDX3X,"DBX, DDX14, CAP-RF, DDX3",DEAD-box helicase 3 X-linked,ENSG00000215301,1654
HGNC:2847,DGCR8,"DGCRK6, GY1, PASHA, C22ORF12",DGCR8 microprocessor complex subunit,ENSG00000128191,54487
HGNC:2850,DGKB,"KIAA0718, DGK-BETA, DAGK2",diacylglycerol kinase beta,ENSG00000136267,1607
HGNC:2852,DGKE,NA,diacylglycerol kinase epsilon,ENSG00000153933,8526
HGNC:2855,DGKI,DGK-IOTA,diacylglycerol kinase iota,ENSG00000157680,9162
HGNC:2856,DGKQ,"DAGK7, DAGK4",diacylglycerol kinase theta,ENSG00000145214,1609
HGNC:2857,DGKZ,"DAGK5, HDGKZETA, DGK-ZETA",diacylglycerol kinase zeta,ENSG00000149091,8525
HGNC:2876,DIAPH1,"HDIA1, LFHL1, MDIA1, DFNA1",diaphanous related formin 1,ENSG00000131504,1729
HGNC:17098,DICER1,"DICER, KIAA0928, K12H4.8-LIKE, HERNA, MNG1","dicer 1, ribonuclease III",ENSG00000100697,23405
HGNC:17217,DIP2A,"KIAA0184, C21ORF106",disco interacting protein 2 homolog A,ENSG00000160305,23181
HGNC:2888,DISC1,NA,DISC1 scaffold protein,ENSG00000162946,27185
HGNC:23695,DIXDC1,"KIAA1735, DIXIN",DIX domain containing 1,ENSG00000150764,85458
HGNC:2900,DLG1,"SAP97, SAP-97, HDLG, DLGH1, DJ1061C18.1.1",discs large MAGUK scaffold protein 1,ENSG00000075711,1739
HGNC:2901,DLG2,"PSD-93, PSD93, CHAPSYN-110, PPP1R58",discs large MAGUK scaffold protein 2,ENSG00000150672,1740
HGNC:2902,DLG3,"NE-DLG, SAP102, SAP-102, NEDLG, KIAA1232, MRX90, PPP1R82",discs large MAGUK scaffold protein 3,ENSG00000082458,1741
HGNC:2903,DLG4,"PSD-95, PSD95, SAP90, SAP-90",discs large MAGUK scaffold protein 4,ENSG00000132535,1742
HGNC:2904,DLG5,"P-DLG, KIAA0583",discs large MAGUK scaffold protein 5,ENSG00000151208,9231
HGNC:2905,DLGAP1,"GKAP, SAPAP1, DAP-1",DLG associated protein 1,ENSG00000170579,9229
HGNC:2906,DLGAP2,"DAP-2, ERICH1-AS1, C8ORF68",DLG associated protein 2,ENSG00000198010,9228
HGNC:30368,DLGAP3,SAPAP3,DLG associated protein 3,ENSG00000116544,58512
HGNC:24476,DLGAP4,"KIAA0964, SAPAP4",DLG associated protein 4,ENSG00000080845,22839
HGNC:2928,DMD,"DXS142, DXS164, DXS206, DXS230, DXS239, DXS268, DXS269, DXS270, DXS272, MRX85",dystrophin,ENSG00000198947,1756
HGNC:3382,DMTN,"DMT, EPB49",dematin actin binding protein,ENSG00000158856,2039
HGNC:2938,DMXL2,"KIAA0856, DFNA71",Dmx like 2,ENSG00000104093,23312
HGNC:5270,DNAJB1,"HSP40, SIS1, RSPH16B, HSPF1",DnaJ heat shock protein family (Hsp40) member B1,ENSG00000132002,3337
HGNC:16235,DNAJC5,"FLJ00118, FLJ13070, DNAJC5A, CLN4",DnaJ heat shock protein family (Hsp40) member C5,ENSG00000101152,80331
HGNC:15469,DNAJC6,"KIAA0473, PARK19",DnaJ heat shock protein family (Hsp40) member C6,ENSG00000116675,9829
HGNC:2972,DNM1,DNM,dynamin 1,ENSG00000106976,1759
HGNC:2973,DNM1L,"DVLP, HDYNIV, DYMPLE, VPS1",dynamin 1 like,ENSG00000087470,10059
HGNC:2974,DNM2,"DYNII, DYN2, CMTDIB, CMTDI1, DI-CMTB, CMT2M",dynamin 2,ENSG00000079805,1785
HGNC:29125,DNM3,KIAA0820,dynamin 3,ENSG00000197959,26052
HGNC:30373,DNMBP,"KIAA1010, TUBA, ARHGEF36",dynamin binding protein,ENSG00000107554,23268
HGNC:2985,DOC2A,NA,double C2 domain alpha,ENSG00000149927,8448
HGNC:2986,DOC2B,DOC2BL,double C2 domain beta,ENSG00000272636,8447
HGNC:2987,DOCK1,"DOCK180, CED5",dedicator of cytokinesis 1,ENSG00000150760,1793
HGNC:23479,DOCK10,"ZIZ3, KIAA0694",dedicator of cytokinesis 10,ENSG00000135905,55619
HGNC:19192,DOCK4,"FLJ34238, KIAA0716",dedicator of cytokinesis 4,ENSG00000128512,9732
HGNC:19190,DOCK7,"KIAA1771, ZIR2",dedicator of cytokinesis 7,ENSG00000116641,85440
HGNC:3010,DPP6,"DPPX, DPL1",dipeptidyl peptidase like 6,ENSG00000130226,1804
HGNC:3014,DPYSL2,"DRP-2, DHPRP2, CRMP2",dihydropyrimidinase like 2,ENSG00000092964,1808
HGNC:3015,DPYSL3,"DRP-3, ULIP, CRMP4",dihydropyrimidinase like 3,ENSG00000113657,1809
HGNC:20637,DPYSL5,"CRMP5, ULIP6, CRMP-5, CRAM",dihydropyrimidinase like 5,ENSG00000157851,56896
HGNC:3020,DRD1,D1R,dopamine receptor D1,ENSG00000184845,1812
HGNC:3023,DRD2,D2R,dopamine receptor D2,ENSG00000149295,1813
HGNC:3024,DRD3,NA,dopamine receptor D3,ENSG00000151577,1814
HGNC:3025,DRD4,NA,dopamine receptor D4,ENSG00000069696,1815
HGNC:3026,DRD5,"DRD1B, DRD1L2",dopamine receptor D5,ENSG00000169676,1816
HGNC:17904,DROSHA,"RNASE3L, ETOHI2, HSA242976, RN3, RNASEN",drosha ribonuclease III,ENSG00000113360,29102
HGNC:3032,DRP2,NA,dystrophin related protein 2,ENSG00000102385,1821
HGNC:15750,DSTN,"ADF, ACTDP","destrin, actin depolymerizing factor",ENSG00000125868,11034
HGNC:3058,DTNB,NA,dystrobrevin beta,ENSG00000138101,1838
HGNC:17328,DTNBP1,"DYSBINDIN, MY031, HPS7, DBND, BLOC1S8",dystrobrevin binding protein 1,ENSG00000047579,84062
HGNC:3084,DVL1,NA,dishevelled segment polarity protein 1,ENSG00000107404,1855
HGNC:3087,DVL3,KIAA0208,dishevelled segment polarity protein 3,ENSG00000161202,1857
HGNC:24596,DYNLL2,"MGC17810, DNCL1B, RSPH22",dynein light chain LC8-type 2,ENSG00000264364,140735
HGNC:3185,EEA1,ZFYVE2,early endosome antigen 1,ENSG00000102189,8411
HGNC:3189,EEF1A1,"EE1A1, EF1A1, EF1ALPHA1, EF1A, EEF1A, LENG7",eukaryotic translation elongation factor 1 alpha 1,ENSG00000156508,1915
HGNC:3192,EEF1A2,"STNL, STN",eukaryotic translation elongation factor 1 alpha 2,ENSG00000101210,1917
HGNC:3211,EEF1D,"EF-1D, FLJ20897",eukaryotic translation elongation factor 1 delta,ENSG00000104529,1936
HGNC:3214,EEF2,"EEF-2, EF2",eukaryotic translation elongation factor 2,ENSG00000167658,1938
HGNC:24615,EEF2K,"EEF-2K, CAMKIII",eukaryotic elongation factor 2 kinase,ENSG00000103319,29904
HGNC:3225,EFNA5,"AF1, LERK7, EPLG7",ephrin A5,ENSG00000184349,1946
HGNC:3226,EFNB1,"LERK2, ELK-L, EPLG2, CFNS",ephrin B1,ENSG00000090776,1947
HGNC:3227,EFNB2,"LERK5, HTK-L, HTKL, MGC126226, MGC126227, MGC126228, EPLG5",ephrin B2,ENSG00000125266,1948
HGNC:3228,EFNB3,"LERK-8, EPLG8",ephrin B3,ENSG00000108947,1949
HGNC:28970,EFR3A,KIAA0143,EFR3 homolog A,ENSG00000132294,23167
HGNC:3236,EGFR,"ERBB1, ERRP, ERBB",epidermal growth factor receptor,ENSG00000146648,1956
HGNC:1232,EGLN1,"SM-20, PHD2, ZMYND6, HIFPH2, C1ORF12",egl-9 family hypoxia inducible factor 1,ENSG00000135766,54583
HGNC:3242,EHD1,"H-PAST, HPAST1, FLJ42622, FLJ44618, PAST1",EH domain containing 1,ENSG00000110047,10938
HGNC:3250,EIF1AX,"EIF-1A, EIF-4C, EIF4C",eukaryotic translation initiation factor 1A X-linked,ENSG00000173674,1964
HGNC:3252,EIF1AY,NA,eukaryotic translation initiation factor 1A Y-linked,ENSG00000198692,9086
HGNC:3258,EIF2B2,"EIF-2BBETA, EIF2BBETA",eukaryotic translation initiation factor 2B subunit beta,ENSG00000119718,8892
HGNC:3265,EIF2S1,EIF-2ALPHA,eukaryotic translation initiation factor 2 subunit alpha,ENSG00000134001,1965
HGNC:3266,EIF2S2,"EIF2BETA, PPP1R67",eukaryotic translation initiation factor 2 subunit beta,ENSG00000125977,8894
HGNC:3267,EIF2S3,"EIF2GAMMA, EIF2G",eukaryotic translation initiation factor 2 subunit gamma,ENSG00000130741,1968
HGNC:3271,EIF3A,"EIF3-THETA, EIF3-P170, KIAA0139, TIF32, EIF3, EIF3S10",eukaryotic translation initiation factor 3 subunit A,ENSG00000107581,8661
HGNC:3280,EIF3B,"PRT1, EIF3S9",eukaryotic translation initiation factor 3 subunit B,ENSG00000106263,8662
HGNC:3278,EIF3D,"EIF3-P66, EIF3-ZETA, EIF3S7",eukaryotic translation initiation factor 3 subunit D,ENSG00000100353,8664
HGNC:3277,EIF3E,"EIF3-P48, EIF3S6",eukaryotic translation initiation factor 3 subunit E,ENSG00000104408,3646
HGNC:3275,EIF3F,"EIF3-EPSILON, EIF3-P47, EIF3S5",eukaryotic translation initiation factor 3 subunit F,ENSG00000175390,8665
HGNC:3272,EIF3I,"TRIP-1, EIF3-BETA, EIF3-P36, EIF3S2",eukaryotic translation initiation factor 3 subunit I,ENSG00000084623,8668
HGNC:18138,EIF3L,"HSPC021, HSPC025, EIF3S11, EIF3S6IP, EIF3EIP",eukaryotic translation initiation factor 3 subunit L,ENSG00000100129,51386
HGNC:18683,EIF4A3,"KIAA0111, EIF4AIII, DDX48",eukaryotic translation initiation factor 4A3,ENSG00000141543,9775
HGNC:3285,EIF4B,NA,eukaryotic translation initiation factor 4B,ENSG00000063046,1975
HGNC:3287,EIF4E,"EIF4E1, EIF4EL1",eukaryotic translation initiation factor 4E,ENSG00000151247,1977
HGNC:3288,EIF4EBP1,"PHAS-I, 4E-BP1",eukaryotic translation initiation factor 4E binding protein 1,ENSG00000187840,1978
HGNC:3289,EIF4EBP2,NA,eukaryotic translation initiation factor 4E binding protein 2,ENSG00000148730,1979
HGNC:3296,EIF4G1,"PARK18, EIF4G",eukaryotic translation initiation factor 4 gamma 1,ENSG00000114867,1981
HGNC:3297,EIF4G2,DAP5,eukaryotic translation initiation factor 4 gamma 2,ENSG00000110321,1982
HGNC:3298,EIF4G3,EIF4GII,eukaryotic translation initiation factor 4 gamma 3,ENSG00000075151,8672
HGNC:3299,EIF5,NA,eukaryotic translation initiation factor 5,ENSG00000100664,1983
HGNC:3300,EIF5A,"EIF5A1, EIF-5A, MGC99547, MGC104255",eukaryotic translation initiation factor 5A,ENSG00000132507,1984
HGNC:30793,EIF5B,"IF2, KIAA0741, DKFZP434I036, FLJ10524",eukaryotic translation initiation factor 5B,ENSG00000158417,9669
HGNC:6159,EIF6,"P27BBP, B(2)GCN, ITGB4BP",eukaryotic translation initiation factor 6,ENSG00000242372,3692
HGNC:3312,ELAVL1,"HUR, HUA, MELG",ELAV like RNA binding protein 1,ENSG00000066044,1994
HGNC:3313,ELAVL2,"HUB, HEL-N1",ELAV like RNA binding protein 2,ENSG00000107105,1993
HGNC:3315,ELAVL4,"PNEM, HUD",ELAV like RNA binding protein 4,ENSG00000162374,1996
HGNC:33154,ELFN1,PPP1R28,extracellular leucine rich repeat and fibronectin type III domain containing 1,ENSG00000225968,392617
HGNC:29396,ELFN2,"DJ63G5.3, KIAA1904, LRRC62, PPP1R29",extracellular leucine rich repeat and fibronectin type III domain containing 2,ENSG00000166897,114794
HGNC:16286,ELMO1,"KIAA0281, ELMO-1",engulfment and cell motility 1,ENSG00000155849,9844
HGNC:25334,ELMOD1,DKFZP547C176,ELMO domain containing 1,ENSG00000110675,55531
HGNC:18271,ENAH,"FLJ10773, NDPP1, MENA",ENAH actin regulator,ENSG00000154380,55740
HGNC:3378,EPB41L1,"KIAA0338, 4.1N",erythrocyte membrane protein band 4.1 like 1,ENSG00000088367,2036
HGNC:3380,EPB41L3,"DAL1, KIAA0987, 4.1B",erythrocyte membrane protein band 4.1 like 3,ENSG00000082397,23136
HGNC:3387,EPHA3,"HEK, HEK4, ETK1",EPH receptor A3,ENSG00000044524,2042
HGNC:3388,EPHA4,"HEK8, TYRO1",EPH receptor A4,ENSG00000116106,2043
HGNC:3390,EPHA7,HEK11,EPH receptor A7,ENSG00000135333,2045
HGNC:3392,EPHB1,"HEK6, EPHT2",EPH receptor B1,ENSG00000154928,2047
HGNC:3393,EPHB2,"HEK5, TYRO5, DRT, EPHT3",EPH receptor B2,ENSG00000133216,2048
HGNC:21604,EPN1,NA,epsin 1,ENSG00000063245,29924
HGNC:18639,EPN2,"KIAA1065, EHB21",epsin 2,ENSG00000072134,22905
HGNC:3419,EPS15,"AF-1P, MLLT5",epidermal growth factor receptor pathway substrate 15,ENSG00000085832,2060
HGNC:24634,EPS15L1,EPS15R,epidermal growth factor receptor pathway substrate 15 like 1,ENSG00000127527,58513
HGNC:3420,EPS8,NA,"EGFR pathway substrate 8, signaling adaptor",ENSG00000151491,2059
