gene,description,fpkm_ip_ob,fpkm_ip_mcx,fpkm_ip_scx,fpkm_ip_vcx,fpkm_ip_hip,fpkm_ip_str,fpkm_ip_th,fpkm_ip_hy,fpkm_ip_cb,fpkm_ip_mb,fpkm_ip_hb,fpkm_ip_vsc,fpkm_ip_dsc,avg_log2_ratio
A2m,alpha-2-macroglobulin [Source:MGI Symbol;Acc:MGI:2449119],12.889029936124562,5.3429262264778,3.724016315601115,2.415217293758915,5.870097428181892,4.061178662121145,31.2969137497487,14.822583671067601,181.9797513548262,23.64197677840822,43.04588177315585,133.494778575044,145.815683644148,2.7943649424134085
Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1 [Source:MGI Symbol;Acc:MGI:99607]",53.74299545514088,40.762913864527974,44.593475644910775,39.759127905328924,36.957450720989954,55.569648433756825,53.304946177941325,56.533570571259396,36.04354928482396,57.28334171175342,35.580330512731976,31.775605389115427,36.81484331707475,2.7922155832025886
Fam107a,"family with sequence similarity 107, member A [Source:MGI Symbol;Acc:MGI:3041256]",417.3346598939503,1228.177423548935,1253.142066617805,1126.7568312944325,918.4535732541756,838.1019405742122,691.5697686502767,537.8815122919755,1170.6029055624354,393.6187581347077,278.37878512837824,344.6208450494155,257.5573973749665,2.7901236777782046
Cyp4f15,"cytochrome P450, family 4, subfamily f, polypeptide 15 [Source:MGI Symbol;Acc:MGI:2146921]",47.01048454149993,65.65863702507897,48.8750702053687,57.21486907863067,40.74165740372349,41.22870852967135,41.63318594418823,22.356984316225226,7.012404044223404,15.5969989650672,8.609960935676689,2.90716302837718,20.867355217293976,2.779938143272796
Cnn3,"calponin 3, acidic [Source:MGI Symbol;Acc:MGI:1919244]",180.850994877725,179.774906415109,166.85463141714675,188.92733980377375,240.15660515898776,185.79738198749726,176.22521165628876,163.77686276642376,311.51982952904257,164.87275568138702,191.83053808102474,272.35738187726975,240.11372151776376,2.7773237433100535
Apln,apelin [Source:MGI Symbol;Acc:MGI:1353624],42.95670086770043,105.49299499980037,142.48129160784552,83.50791043439305,44.98635760126633,68.65970219991846,117.08094029120551,50.538984724839374,24.46145406281108,107.87706377893299,104.42006551421575,154.34080261443125,126.68119341835174,2.775358127449596
Tom1l1,target of myb1-like 1 (chicken) [Source:MGI Symbol;Acc:MGI:1919193],36.33585009369112,51.45949963281885,51.69836782498643,47.84554485617819,39.85540187595397,42.161648062122445,71.51624479435198,74.85087096345427,64.62579632827236,68.49072384363782,66.09177238341135,65.51535736301108,71.22108647097713,2.7747498771316605
Pdlim5,PDZ and LIM domain 5 [Source:MGI Symbol;Acc:MGI:1927489],50.252095414319626,67.12263852960578,64.66726003822059,61.900544196080524,60.70454084446888,75.57672123611593,40.81228410072855,48.81693467577518,62.406085040211984,41.88900816132517,43.20122243080583,47.1038599246548,49.60403315690405,2.7721714582674886
Bcar3,breast cancer anti-estrogen resistance 3 [Source:MGI Symbol;Acc:MGI:1352501],26.4149137258516,38.07358057343685,48.43147491901065,35.32250035584372,33.21283435406713,42.8283644927243,46.18621156218215,36.84380591675133,63.25369865709708,37.99823187761438,27.6763761241885,18.257289771848672,33.46367230707542,2.765359543978895
Maob,monoamine oxidase B [Source:MGI Symbol;Acc:MGI:96916],24.11775382457987,76.82095281793936,70.0784594223343,69.44442988519438,81.83869611642193,72.34136849491483,71.12585270687418,84.69390159511917,44.33143212054186,68.59338542059362,47.64662258566825,40.0812062598012,51.162805655888874,2.7627425736200135
Scg3,secretogranin III [Source:MGI Symbol;Acc:MGI:103032],276.31809192343326,882.2504306050321,855.9162320657456,873.7260686000602,849.9998872704779,863.0430283573089,469.06319058197846,407.056062551453,848.4334198859806,377.1714655603213,560.784999135856,407.5598020295747,476.66827075834726,2.7604084933786455
Smpdl3a,"sphingomyelin phosphodiesterase, acid-like 3A [Source:MGI Symbol;Acc:MGI:1931437]",91.16401154942417,149.02590447618124,129.79423512562823,128.18122029109426,124.411053331098,163.12923359511274,73.87724100899163,68.58904756082643,97.08994162601132,75.72733190871695,90.2953725058247,96.71956056734632,92.14166999282702,2.7500472414932102
Lpp,LIM domain containing preferred translocation partner in lipoma [Source:MGI Symbol;Acc:MGI:2441849],6.394867248069983,7.972444192749703,7.00657477377061,8.052839426885463,8.04942098433489,6.4658137302905025,6.67273069227483,8.020948097983812,7.148629637685149,7.15014173749682,5.3046341863272675,4.852418514632115,5.610205980630047,2.7493418983069855
BC026585,cDNA sequence BC026585 [Source:MGI Symbol;Acc:MGI:2448516],34.461390832706726,24.8233275769905,25.288702524385176,29.103900176597172,34.51410919935262,34.81696969541985,48.303226209434925,59.269247857776406,83.89858236583315,52.68726114154673,45.84953326355703,44.36381939775944,53.0795259226013,2.747547549389282
Ppp1r3g,"protein phosphatase 1, regulatory (inhibitor) subunit 3G [Source:MGI Symbol;Acc:MGI:1923737]",14.716334249286124,47.69297590779407,50.96127669997708,66.0736450792637,38.431429609993074,32.799123049402475,20.29189249341215,5.78772269776496,6.711896460457661,13.078497228576659,19.95511816161985,15.056439564748082,18.709346557328526,2.745746081542963
Fgfrl1,fibroblast growth factor receptor-like 1 [Source:MGI Symbol;Acc:MGI:2150920],43.93716883285937,56.70311178325437,56.12741713264123,54.76054372737924,54.046860115298884,33.942435016093576,25.66537398164425,21.85196264474645,33.15631560373712,26.390878765262123,47.38381273167347,75.044218958985,51.361945211021904,2.74494876949407
Gabrg1,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1 [Source:MGI Symbol;Acc:MGI:103156]",43.26901078308435,80.93715294399122,65.7353980407407,66.00998365215992,65.86111251210788,61.098408916440825,78.72195881420043,78.52481829450826,40.31440810268938,70.06751518164293,68.50724350551369,64.09375945752335,80.807024207234,2.741997702896053
Scd2,stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240],1320.1356973466475,1948.740633832615,1960.6177891193825,1805.736144022605,1779.7626730109087,1795.7265739044426,2401.070456452545,2903.1771553913977,1576.7406829072038,2410.464458567785,2211.955558263895,2055.3811567205576,2190.1250518652723,2.740546399145793
Tpcn1,two pore channel 1 [Source:MGI Symbol;Acc:MGI:2182472],25.017321658383473,34.489488680403,33.6898788149787,34.53353984432235,35.9808438518875,32.41177273451997,37.78963964850625,45.28804117656702,30.457714460270978,35.74059450819925,29.477671426454847,28.711704132877973,37.35816858137168,2.7353233102625163
Sh3pxd2b,SH3 and PX domains 2B [Source:MGI Symbol;Acc:MGI:2442062],14.888275529353272,10.190803513703974,10.162484115950257,10.65490665947195,13.297353255652887,11.26799707477465,19.4727881082746,21.727094509823598,14.14036244567806,22.38738013721243,22.264717196839747,21.598891806668227,20.140438202625624,2.72974328388804
Fabp7,"fatty acid binding protein 7, brain [Source:MGI Symbol;Acc:MGI:101916]",1446.4512736567651,208.873790349804,178.33560560979475,260.82915659640105,266.1566628709316,81.32994565218145,333.878324853116,278.378864929542,298.848412272403,313.0038131289467,253.30803362200174,215.76689994974572,287.0323679205895,2.728065204368051
Ttpa,tocopherol (alpha) transfer protein [Source:MGI Symbol;Acc:MGI:1354168],26.3168499104266,16.9036502835118,18.92606769604025,15.664026123574901,17.145988400722572,15.470627783995777,20.2353516752519,20.036765666710274,26.24495002602464,22.014359006326824,27.133655510472348,20.144828084270575,25.535707713657473,2.7280600963653945
Sema4b,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B [Source:MGI Symbol;Acc:MGI:107559]",30.294416379407124,36.829964334854026,33.630644296730175,37.75171681152773,35.17909300350033,27.80207104578015,30.99296097525007,29.888906989099077,21.29353058759138,31.432076201090126,28.822819154281376,23.3092676015454,28.6863259481401,2.7270450010201372
Mmp14,matrix metallopeptidase 14 (membrane-inserted) [Source:MGI Symbol;Acc:MGI:101900],38.41540483829303,20.389807750240774,15.0266357159025,25.80140767149815,30.274720420760648,25.840915315455373,46.8793439958509,46.83050122788295,29.15012850322096,40.292421547995176,32.31851042970285,28.546375200230877,30.9758681559248,2.726962575842409
Phgdh,3-phosphoglycerate dehydrogenase [Source:MGI Symbol;Acc:MGI:1355330],57.83866620871457,94.96262261831893,83.17836985610683,119.677284449355,133.63061381123075,159.257829036801,81.57160075565331,103.96447565772637,67.24322235518916,74.02357561930603,51.11802512180719,45.09029713439008,73.67192778566685,2.7242264280674044
Dock1,dedicator of cytokinesis 1 [Source:MGI Symbol;Acc:MGI:2429765],35.86487745071207,59.299465475176476,58.08994562087838,58.50247403091588,52.67480861044744,45.244471325064325,47.16342437770578,48.46326417976155,48.60349111533046,48.013895183205825,39.482287151755976,31.877325567883023,37.31345347964213,2.720785410270238
Idh2,"isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:MGI Symbol;Acc:MGI:96414]",53.7105073785285,159.51594730487574,131.83654398037174,148.19316052443526,157.4729911526006,132.8710006097545,98.06573398789182,92.91147650023963,56.372992800629255,76.59761893126776,66.05588213815332,57.3913229777601,75.32030598625333,2.7181502682213785
Notch3,notch 3 [Source:MGI Symbol;Acc:MGI:99460],10.513540809877357,5.3953206387753605,4.504749716866533,5.425536078996528,4.438877355195751,8.941893702220847,18.7804939172661,22.287431395754876,9.45672902865173,21.704702227109376,21.13636115578715,16.665634589168025,19.9994111266043,2.7165791184593004
Gm973,predicted gene 973 [Source:MGI Symbol;Acc:MGI:2685819],7.58267746926492,14.103304872025749,14.775099372106624,17.187289729282,17.47909475240494,22.012463301674376,19.618796975672375,25.310611538313474,2.405781747876346,22.244302547315748,19.17413484285705,19.06651877643675,12.484712439487774,2.7145507264595006
Slc6a1,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1 [Source:MGI Symbol;Acc:MGI:95627]",722.340783694655,528.0726285877573,605.6523001067151,493.4583559311665,455.9025457491086,411.77284903872845,897.901957986501,692.225641840195,445.23305778001014,841.4874557294629,703.1318701638327,667.4912252551385,643.8157919908558,2.714050498919638
Pdpn,podoplanin [Source:MGI Symbol;Acc:MGI:103098],36.92454991365237,29.680638757787726,27.629957143057826,32.684026241929644,38.436702179506106,26.487347288176153,21.205958708729227,30.461234744217975,22.00467822701252,25.61411907839395,25.81506206232595,19.910415105701023,21.43018049428285,2.707083210545384
Hadh,hydroxyacyl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:96009],77.15500289125083,90.55277455776375,90.0834239366005,90.13074016160121,84.18727141246563,96.12301344834182,85.8564447108753,80.03952613367194,71.34792782647838,81.1407103491455,81.09403423942464,73.06133381468035,77.33424827488022,2.706953138079849
Alpl,"alkaline phosphatase, liver/bone/kidney [Source:MGI Symbol;Acc:MGI:87983]",15.183482912640102,29.381570269010926,24.710654215722425,26.5770125549823,16.895455070517226,17.42805651493525,25.511625236319396,33.536647268473345,5.980127636198166,28.388894244506623,24.468490518748826,28.16849821692515,37.67796503323887,2.706766980861028
Megf10,multiple EGF-like-domains 10 [Source:MGI Symbol;Acc:MGI:2685177],42.798025035626154,45.371853349313575,47.30692752768,42.68334099805002,39.35692995797793,38.28568716512743,37.96084711428465,36.3679092111291,49.11662458036016,38.2890425262599,38.1168278315302,41.377233966918475,37.18314832757588,2.7034129124901205
Prex1,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1 [Source:MGI Symbol;Acc:MGI:3040696]",227.50876272011624,186.189244762971,185.77027713899676,162.13620576674725,132.02264174284102,141.97691580705873,107.5036272054175,98.84201143064988,217.02049163930442,98.90728715917949,89.06059556370259,61.93591155889587,82.81214144422665,2.700204978279083
Mfsd2a,major facilitator superfamily domain containing 2A [Source:MGI Symbol;Acc:MGI:1923824],29.713796047991625,72.34426696320128,59.068994746019754,58.12661466176553,62.25252611295679,81.20042931143912,71.3833711316196,77.55260487531291,29.50458560528594,74.79121504071583,134.66132176366676,172.22984563604,121.928420761491,2.6987451855217848
Sox2,SRY (sex determining region Y)-box 2 [Source:MGI Symbol;Acc:MGI:98364],79.6226149119544,102.80360546558917,90.65016900088528,106.7357669344762,118.41205692653853,102.11259209184504,88.63168009738456,93.8665845017085,84.30087837594479,77.81247245734998,75.5870804593924,62.772973385558224,71.60638955270387,2.6962825330929556
Agl,"amylo-1,6-glucosidase, 4-alpha-glucanotransferase [Source:MGI Symbol;Acc:MGI:1924809]",30.086863487924028,43.61822657849815,48.98990835183997,44.69051880163248,40.27778044345008,43.57234042467223,44.71386738813935,36.80269016592387,29.268816679658936,42.70465444380697,47.549000631689346,51.9748877197795,46.30391421481113,2.693326182146997
Id3,inhibitor of DNA binding 3 [Source:MGI Symbol;Acc:MGI:96398],151.430377446789,138.8164135784925,84.32731436963795,125.63762473851544,195.92812997615528,218.823133733744,138.4092588223695,97.39474777130818,33.964811092480744,100.63967579742214,109.15910385948769,90.38590777198702,98.39202967775327,2.692324380372737
Npas3,neuronal PAS domain protein 3 [Source:MGI Symbol;Acc:MGI:1351610],19.591955976665197,22.2884916233337,21.261861185127326,23.789745324611427,29.066108204805488,18.846957154478652,29.832579830577924,35.97881070267022,40.0102828017159,30.471835126917828,26.635122815330476,24.416535317082275,28.929026183458372,2.691337942412141
Mdk,midkine [Source:MGI Symbol;Acc:MGI:96949],68.81069088927488,48.98596056156505,50.84646458797968,54.2626429076635,71.70913492222553,79.31226957196205,101.49221564208912,105.70926462045804,149.3558511998742,130.00742479516276,132.28786393324825,103.98834895173212,106.92197103685575,2.6895335874414004
Cyp4v3,"cytochrome P450, family 4, subfamily v, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2142763]",22.642498254979852,22.030257910139504,20.09712727136235,20.23874842090665,25.041721881507964,23.958034654095925,19.9586373966691,25.876897119158997,39.36968724948764,22.826263398794275,23.99448379398425,21.1291952856409,26.1584875662109,2.687936317379986
Gli2,GLI-Kruppel family member GLI2 [Source:MGI Symbol;Acc:MGI:95728],2.2395338492988826,4.5218697589357975,4.54529804305926,4.387431011191468,4.4893876546055385,4.904011039661911,3.93207401014324,3.7605511394931748,3.761936729928096,4.221908580812103,3.136712123347335,2.5529954938761525,2.907977363448178,2.684466748446593
Ddo,D-aspartate oxidase [Source:MGI Symbol;Acc:MGI:1925528],22.977825779620602,18.743746081800722,16.950151640904277,14.621293514913726,21.63048721618644,17.174861204377226,31.296106103917722,34.599393778045076,55.616371671275274,27.559902359873725,27.030919954213672,28.3781454283972,26.629210926994148,2.6844525495440283
S100b,"S100 protein, beta polypeptide, neural [Source:MGI Symbol;Acc:MGI:98217]",416.7480568925822,447.5593557327502,522.7655736660215,422.1902689285558,480.11427129150474,459.5969561362217,638.5202426660653,532.9230652343688,1913.2734553058522,634.1463827397303,850.1808044419042,1028.3526989928496,796.0480823493385,2.683481155288576
Oplah,5-oxoprolinase (ATP-hydrolysing) [Source:MGI Symbol;Acc:MGI:1922725],19.530778347712474,42.89924994191445,43.35881584720107,49.58552653383417,55.71567707358497,53.855066874452405,34.44972451625033,34.075456483147654,40.79307459080705,33.95887679494355,43.52163017886402,35.4877547181681,36.03872796936465,2.6815126047201536
Rorb,RAR-related orphan receptor beta [Source:MGI Symbol;Acc:MGI:1343464],26.854072103993776,62.339225903015304,68.9362082787505,69.34852972181088,53.529689632747974,44.94731285783652,36.34244105431658,29.353909681071624,24.278241813915702,35.61387713460617,30.053296609740947,30.22911574733135,29.46075793757292,2.6809278473024345
Sox21,SRY (sex determining region Y)-box 21 [Source:MGI Symbol;Acc:MGI:2654070],16.098946342244325,30.631054596543198,27.648249786813302,32.231862476044704,27.93198810501355,17.2725105188909,12.18192361230275,14.004739279542974,14.552273853547979,13.140215802979935,11.0817075041409,9.943342422596178,12.987946553605626,2.6772333497908187
Gstt3,"glutathione S-transferase, theta 3 [Source:MGI Symbol;Acc:MGI:2143526]",31.837852377801124,12.054802252589775,11.866146689373874,7.21244276169526,10.057517976974282,14.836648830129224,39.8043322025596,43.3860182110459,13.405048327273539,40.36459933849115,30.533382008004025,43.25033694676055,43.89468491089285,2.6739650422412904
Dbi,diazepam binding inhibitor [Source:MGI Symbol;Acc:MGI:94865],1666.637596755835,875.0199529708973,676.9159484640155,850.0452589710303,1305.26418590308,640.7578143129888,1176.3081583864375,1651.5355426375324,2764.9289708478886,1379.2242545293475,1360.81419634583,1540.3892128210127,1240.871995026515,2.6728626226198675
Gstk1,glutathione S-transferase kappa 1 [Source:MGI Symbol;Acc:MGI:1923513],50.71788126828943,62.50924224781522,59.28804788634988,59.53472412769102,65.9884475815966,65.7083447336026,68.92588699943394,74.17325932077429,59.26464867494332,74.61717505334623,69.05584839954656,62.24584779635352,62.48604095523072,2.672609190121351
Pnpla7,patatin-like phospholipase domain containing 7 [Source:MGI Symbol;Acc:MGI:2385325],13.013560418449824,18.931211878788872,19.580076914634603,21.839612060711676,32.4063664204485,21.41580834284485,23.679283047677423,28.254488636123224,38.579965222199704,22.646264092630574,21.687773437655448,16.0348830412734,20.1507112304636,2.6724615200854966
Pm20d1,peptidase M20 domain containing 1 [Source:MGI Symbol;Acc:MGI:2442939],10.913113454365762,7.219357331321188,6.939997743652132,5.072689358701433,7.297566869684773,6.0831757118612,8.43387748931754,4.695209232296275,9.531464608323152,9.793502073694949,14.725885417023601,22.851300826210974,17.1321257391664,2.671053771103575
Smpd2,"sphingomyelin phosphodiesterase 2, neutral [Source:MGI Symbol;Acc:MGI:1278330]",30.060173618617025,37.081182159550174,40.763759007340795,39.343555129510825,37.53623393371687,38.69324403952068,49.691167581962056,43.61824547279138,33.865229995212516,49.16778381659607,50.23526559718745,38.01537172300773,39.872123348106975,2.6655471387008864
Scrg1,scrapie responsive gene 1 [Source:MGI Symbol;Acc:MGI:1328308],108.69622619712399,171.44788489540647,200.79480185678176,173.97202447885624,238.4077067204351,178.1589198131455,99.3421493955643,122.41104509832125,143.21783422919458,108.12858665249475,109.41329352873275,274.7464031568685,143.620636229566,2.6635448747157637
Arhgef19,Rho guanine nucleotide exchange factor (GEF) 19 [Source:MGI Symbol;Acc:MGI:1925912],5.46122454651703,13.70503770532225,14.835063305736949,13.669323290647574,13.075022599109852,13.2366692430057,12.053100767931276,13.5467859771654,11.53626231112306,13.210136069943378,12.65328000823325,17.0590253641267,14.765288802114826,2.662962000321399
Scara3,"scavenger receptor class A, member 3 [Source:MGI Symbol;Acc:MGI:2444418]",11.095227750619788,81.68764785222837,75.02551706688945,101.56082560314508,96.334652804602,90.10705763599387,24.26192192035275,25.10130849562455,10.730705855538362,19.94759163811995,10.24148404501269,4.942587425140157,6.917490156506345,2.6598006197799524
Aldh2,"aldehyde dehydrogenase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:99600]",125.0957686010325,146.0473128462915,150.49916173919073,142.20438566702597,135.68162167498488,152.4075840543035,144.17692129801873,133.89745904982624,165.230740256381,150.68106662503675,163.43288709995275,163.31161214343973,164.067092119156,2.658787967544872
Folh1,folate hydrolase 1 [Source:MGI Symbol;Acc:MGI:1858193],23.91877519658822,21.990249580095476,18.183362406973973,16.995408043792526,24.77183012039521,14.7671339134973,41.02064779841325,39.67461698916028,26.6315867185554,32.3879009865964,48.5121844521424,36.06007606320922,40.21757451213003,2.6587144178209545
Paqr6,progestin and adipoQ receptor family member VI [Source:MGI Symbol;Acc:MGI:1916207],18.066713976332924,12.18100830726365,11.946209645904,15.273280525214973,28.032524545426003,17.9157074505791,63.33807961704685,103.4956160317428,85.6850606760114,88.60595330061845,79.98199356222719,110.15928631074472,111.36426710913625,2.6551756330723695
Car5b,"carbonic anhydrase 5b, mitochondrial [Source:MGI Symbol;Acc:MGI:1926249]",10.579911529725907,13.82097159276855,14.0005080393909,16.237970878916826,16.07034070044591,11.673848278659875,7.576332994835892,12.77941165137365,4.354178928918374,10.195230676687327,40.94276599558725,19.740169031975903,15.444210421064925,2.648263614885101
Rgma,repulsive guidance molecule family member A [Source:MGI Symbol;Acc:MGI:2679262],31.17152690380445,38.82495910441101,35.3635321734136,36.76299132867275,37.037390092134416,46.10332757741547,47.784527320979045,57.38946806887437,42.16343621579066,59.34103154108265,41.7404580161431,38.32502889329163,42.89300068410758,2.646942318024855
Ucp3,"uncoupling protein 3 (mitochondrial, proton carrier) [Source:MGI Symbol;Acc:MGI:1099787]",8.610987116018487,14.985772702352325,16.4858907089743,12.62677226596655,10.916424291739117,10.8276887650555,22.3976721176011,20.262658823654498,6.3273921637263255,23.08963646689775,22.8612417872087,28.2987353838566,21.4496635034881,2.643134378725245
Tmem229a,transmembrane protein 229A [Source:MGI Symbol;Acc:MGI:2442812],128.44313665397206,136.70658905498576,187.7780160815965,144.11072564090574,152.08111039549877,98.05426090833049,234.82373583463578,185.93627416373874,98.23680980975917,240.09716540729224,232.351424983055,213.72459958141224,195.05271828049024,2.6377956075249696
Yap1,yes-associated protein 1 [Source:MGI Symbol;Acc:MGI:103262],26.299846784145824,33.62425683712155,30.1468862812453,35.178223199880776,36.078757630748875,29.880532765846176,22.9396162095807,24.41069295000705,31.37683687954234,23.341210664394325,22.45736478875377,24.144265666866474,25.796614060837573,2.637035447135378
Rapgef3,Rap guanine nucleotide exchange factor (GEF) 3 [Source:MGI Symbol;Acc:MGI:2441741],31.941705762919646,50.52079727847272,51.25839119753553,49.6069857031453,44.76307640872683,41.581908078584725,42.51887773473132,35.72631319541403,25.349650557618922,46.6602730221809,48.0827598923564,49.39803321593635,42.106636085502295,2.6368519288278405
Serpinh1,"serine (or cysteine) peptidase inhibitor, clade H, member 1 [Source:MGI Symbol;Acc:MGI:88283]",46.300695752679246,40.29975572736697,37.24751961492625,40.59773197380728,40.200321672296845,34.043883371532324,49.463933058695574,54.04377511861375,64.86743445778396,51.01262702566092,50.859448860713755,49.84412229769977,48.004718225561525,2.634986300539334
Selenbp1,selenium binding protein 1 [Source:MGI Symbol;Acc:MGI:96825],18.75803779426755,37.99653761668313,33.82745620475413,42.24700395452888,41.843390459750395,42.3224279904857,34.569208161751625,36.68669913357822,29.001321472194956,36.551404718806495,25.199959514275648,21.256187071518852,25.0714597308082,2.6348974378360825
Pdk4,"pyruvate dehydrogenase kinase, isoenzyme 4 [Source:MGI Symbol;Acc:MGI:1351481]",9.86294155226392,30.241240904994328,27.224910646687125,30.34597560912335,26.702087447294712,31.688711525307127,14.577378447222026,12.3843756247279,11.212486447898087,13.509244219961325,17.43436903833625,20.7207519399417,17.0264190146002,2.629664157538036
Nadk2,"NAD kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1915896]",130.74047787479373,220.05645297626972,209.00838274237975,200.1322757993645,200.954067520038,164.56642312230974,249.06026192454252,256.4249900937645,205.41132994294858,261.9236168472082,285.61447845558723,314.1464073444805,271.26462518498374,2.626619197063241
Gpc6,glypican 6 [Source:MGI Symbol;Acc:MGI:1346322],5.250759734455047,17.21130654631145,16.75101360586455,18.34582371216785,14.908738326755198,15.535191925859177,5.975293562061048,8.315517069806205,47.376002467173564,6.5653116131642575,6.064352510128122,9.627018165242974,7.166753877929866,2.6262284904983195
Prkd1,protein kinase D1 [Source:MGI Symbol;Acc:MGI:99879],24.552808038304647,25.311181292661974,25.090501279422572,25.210759517404398,30.883793368997562,24.99043124045275,26.29053208336445,21.374701747760476,14.05256853416572,25.266502749984802,26.4610168116055,22.02376740255505,19.6665383743647,2.6238972268967022
Tns3,tensin 3 [Source:MGI Symbol;Acc:MGI:2443012],33.167354001482124,48.31267531123325,49.02257074733063,51.54735473447765,60.5686354379429,58.01283744703673,48.79933888991202,59.513918797170525,86.43027234700475,55.56567058411678,47.5913339720911,50.635034665571524,49.52029751841363,2.6231198654096484
Gm2a,GM2 ganglioside activator protein [Source:MGI Symbol;Acc:MGI:95762],64.58884922715794,69.63765168644976,82.43638064494785,70.93364901436382,72.98790459283852,73.56792850294578,115.04153882316949,115.13130228978774,67.65126381498433,120.78596978189049,149.74143754876602,176.30060406129374,167.06778772498802,2.6220652833953793
Mboat2,membrane bound O-acyltransferase domain containing 2 [Source:MGI Symbol;Acc:MGI:1914466],118.95698320077133,112.05298052723276,139.00928941503525,114.41564059286125,95.83742586761713,138.6303034749385,198.4489293783345,196.82349326254575,147.2972698156704,222.72010640747774,219.76927172818475,212.57646654388597,210.79453237930102,2.6215026744011825
Daam2,dishevelled associated activator of morphogenesis 2 [Source:MGI Symbol;Acc:MGI:1923691],30.4902622234368,55.808480933690625,61.25245884055356,54.3036129802558,48.88462316253023,42.39970164648597,35.51527831474935,32.50081184133943,18.729443474924203,44.17638081945567,41.34549523634908,29.808714853480122,34.12037433017296,2.615497690200237
Slc25a34,"solute carrier family 25, member 34 [Source:MGI Symbol;Acc:MGI:2686215]",22.1321397699242,24.447516987947274,13.78632454222105,20.848050077113975,17.34873231307859,21.804518188964824,14.178688970866826,17.361521914779548,26.161562482332236,13.982246578076223,15.919272405772075,6.8164711154745445,9.582439835455247,2.611398035525487
Aldh4a1,"aldehyde dehydrogenase 4 family, member A1 [Source:MGI Symbol;Acc:MGI:2443883]",33.43226690629565,37.20569848210098,36.09819270419735,36.392929349103454,33.455167366841614,37.65812064910213,39.03395884970425,41.4193785391327,38.192238932198016,38.649928170647854,34.15371309997685,33.250868634463174,34.576726008685554,2.6109054729016794
Slc41a1,"solute carrier family 41, member 1 [Source:MGI Symbol;Acc:MGI:2444823]",61.6927817328222,76.0445106258212,81.6501397359132,69.81466066521105,71.89110238490454,61.791388010782356,106.99443825262425,78.32273541666153,102.01151393174187,108.8207029185815,143.92650999300128,177.08702058807174,134.831645922831,2.607625149304891
Naprt1,NA,12.794537886980699,16.190879136049702,13.57636315759125,18.22275074862715,24.79209402385506,18.719080011633423,16.072618595083725,19.00636098323205,16.190543568700015,17.314750816054623,19.116539735893426,24.36875879960465,18.68015196761495,2.6060409029221345
Kirrel2,kin of IRRE like 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2442334],5.516087948166352,35.18642349204842,33.18883745601415,34.4635129206929,21.100209292262235,34.1272093493103,7.810227224409102,5.776766011527568,10.921820585218644,5.067358282453682,7.947022739532282,8.593880744918971,7.380712847610878,2.602549919990617
Wnt7b,"wingless-type MMTV integration site family, member 7B [Source:MGI Symbol;Acc:MGI:98962]",24.316443150558154,41.53538620006752,49.67698922360735,44.69948628748415,41.8252687585892,53.3477179621692,57.463294111608676,61.264549602496615,24.45160809928688,62.0611751376785,67.4906760768144,63.49144274252718,51.632362883606625,2.6017019661828056
Mical1,"microtubule associated monooxygenase, calponin and LIM domain containing 1 [Source:MGI Symbol;Acc:MGI:2385847]",11.62547189794225,19.691708955022726,18.460740595385353,20.724107694504248,17.78869053618931,15.278272385941374,17.803273236069977,22.42884824916628,13.8323312839805,17.109254882213424,12.61652331120275,9.14386778056232,12.4743079749367,2.600617177000444
Irak2,interleukin-1 receptor-associated kinase 2 [Source:MGI Symbol;Acc:MGI:2429603],42.764529967840026,39.67391564945817,38.1812151480723,37.6756914309694,38.965887597825485,31.536714353353872,30.93144591426305,17.722964718205525,25.655345505300538,26.602707790714298,30.303854661918123,25.886404658356273,23.99472295707255,2.5990134697210454
Mid1ip1,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) [Source:MGI Symbol;Acc:MGI:1915291],99.84742746028519,278.288417847015,285.80106253256446,257.8806890737463,214.7236421493169,223.21068822755774,265.564855392659,290.2863773862695,227.03053256555322,286.6297704682075,286.031146544565,313.97945034807697,292.00338774363524,2.5973731739871244
Decr1,"2,4-dienoyl CoA reductase 1, mitochondrial [Source:MGI Symbol;Acc:MGI:1914710]",32.94964749273127,54.916933176291,52.117907778346925,54.49816785474788,50.57456854479608,45.490151761102545,39.40283371132995,40.389706815680945,45.976980716635694,41.4019289972183,44.62919034691235,44.179949472079606,40.7425818426944,2.5879055775487316
